jogo,data,fase,equipe1,equipe2,placar_real,selecao,adversario,xg_pro,xg_contra,posse_pct,finalizacoes,finalizacoes_contra,finalizacoes_alvo,finalizacoes_alvo_contra,grandes_chances,grandes_chances_contra,toques_area,toques_area_contra,entradas_terco_final,entradas_terco_final_contra,passes_certos,passes_total,cruzamentos_certos,cruzamentos_total,duelos_aereos_ganhos,duelos_aereos_total,recuperacoes,clearances,interceptacoes,erros_gol,jogador_destaque,rating_sofascore,tipo_desempenho,detalhe_pesquisado,fonte,escopo_dado,gp,gf,ga,xg_total,gols_acima_xg,indice_desempenho_geral,impacto_modelo
21,2026-06-17,Fase de grupos,Gana,Panamá,1-0,Panamá,Gana,NA,NA,62.0,11.0,7.0,4.0,2.0,NA,NA,NA,NA,NA,NA,503.0,583.0,4.0,21.0,NA,NA,NA,17.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Panamá 0-1 Gana; posse 62.0%, finalizações 11.0 (4.0 no alvo), escanteios 2.0, faltas 11.0.",ESPN public API event 760434 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.072
24,2026-06-17,Fase de grupos,Uzbequistão,Colômbia,1-3,Uzbequistão,Colômbia,NA,NA,38.6,8.0,15.0,2.0,4.0,NA,NA,NA,NA,NA,NA,243.0,319.0,3.0,13.0,NA,NA,NA,24.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Uzbequistão 1-3 Colômbia; posse 38.6%, finalizações 8.0 (2.0 no alvo), escanteios 3.0, faltas 14.0.",ESPN public API event 760436 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3256
24,2026-06-17,Fase de grupos,Uzbequistão,Colômbia,1-3,Colômbia,Uzbequistão,NA,NA,61.4,15.0,8.0,4.0,2.0,NA,NA,NA,NA,NA,NA,444.0,519.0,6.0,16.0,NA,NA,NA,20.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Colômbia 3-1 Uzbequistão; posse 61.4%, finalizações 15.0 (4.0 no alvo), escanteios 4.0, faltas 11.0.",ESPN public API event 760436 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4756
25,2026-06-18,Fase de grupos,Tchéquia,África do Sul,1-1,Tchéquia,África do Sul,NA,NA,38.3,14.0,17.0,3.0,4.0,NA,NA,NA,NA,NA,NA,272.0,341.0,7.0,16.0,NA,NA,NA,22.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Tchéquia 1-1 África do Sul; posse 38.3%, finalizações 14.0 (3.0 no alvo), escanteios 5.0, faltas 12.0.",ESPN public API event 760438 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.0368
25,2026-06-18,Fase de grupos,Tchéquia,África do Sul,1-1,África do Sul,Tchéquia,NA,NA,61.7,17.0,14.0,4.0,3.0,NA,NA,NA,NA,NA,NA,508.0,563.0,4.0,17.0,NA,NA,NA,24.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: África do Sul 1-1 Tchéquia; posse 61.7%, finalizações 17.0 (4.0 no alvo), escanteios 5.0, faltas 10.0.",ESPN public API event 760438 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.1368
26,2026-06-18,Fase de grupos,Suíça,Bósnia e Herzegovina,4-1,Suíça,Bósnia e Herzegovina,NA,NA,62.3,13.0,5.0,7.0,3.0,NA,NA,NA,NA,NA,NA,516.0,586.0,1.0,23.0,NA,NA,NA,17.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suíça 4-1 Bósnia e Herzegovina; posse 62.3%, finalizações 13.0 (7.0 no alvo), escanteios 7.0, faltas 7.0.",ESPN public API event 760439 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5592
26,2026-06-18,Fase de grupos,Suíça,Bósnia e Herzegovina,4-1,Bósnia e Herzegovina,Suíça,NA,NA,37.7,5.0,13.0,3.0,7.0,NA,NA,NA,NA,NA,NA,287.0,354.0,1.0,12.0,NA,NA,NA,36.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bósnia e Herzegovina 1-4 Suíça; posse 37.7%, finalizações 5.0 (3.0 no alvo), escanteios 3.0, faltas 18.0.",ESPN public API event 760439 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4092
27,2026-06-18,Fase de grupos,Canadá,Catar,6-0,Canadá,Catar,NA,NA,79.0,32.0,2.0,10.0,0.0,NA,NA,NA,NA,NA,NA,515.0,567.0,13.0,55.0,NA,NA,NA,3.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Canadá 6-0 Catar; posse 79.0%, finalizações 32.0 (10.0 no alvo), escanteios 19.0, faltas 9.0.",ESPN public API event 760440 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.866
27,2026-06-18,Fase de grupos,Canadá,Catar,6-0,Catar,Canadá,NA,NA,21.0,2.0,32.0,0.0,10.0,NA,NA,NA,NA,NA,NA,104.0,162.0,1.0,3.0,NA,NA,NA,61.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Catar 0-6 Canadá; posse 21.0%, finalizações 2.0 (0.0 no alvo), escanteios 1.0, faltas 10.0.",ESPN public API event 760440 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.716
28,2026-06-18,Fase de grupos,México,Coreia do Sul,1-0,México,Coreia do Sul,NA,NA,42.4,8.0,9.0,4.0,2.0,NA,NA,NA,NA,NA,NA,349.0,427.0,4.0,6.0,NA,NA,NA,20.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: México 1-0 Coreia do Sul; posse 42.4%, finalizações 8.0 (4.0 no alvo), escanteios 1.0, faltas 9.0.",ESPN public API event 760441 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3996
28,2026-06-18,Fase de grupos,México,Coreia do Sul,1-0,Coreia do Sul,México,NA,NA,57.6,9.0,8.0,2.0,4.0,NA,NA,NA,NA,NA,NA,488.0,578.0,5.0,9.0,NA,NA,NA,12.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Coreia do Sul 0-1 México; posse 57.6%, finalizações 9.0 (2.0 no alvo), escanteios 2.0, faltas 7.0.",ESPN public API event 760441 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2496
32,2026-06-19,Fase de grupos,Estados Unidos,Austrália,2-0,Estados Unidos,Austrália,NA,NA,61.9,10.0,5.0,2.0,2.0,NA,NA,NA,NA,NA,NA,444.0,523.0,4.0,14.0,NA,NA,NA,31.0,20.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Estados Unidos 2-0 Austrália; posse 61.9%, finalizações 10.0 (2.0 no alvo), escanteios 7.0, faltas 12.0.",ESPN public API event 760442 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3976
32,2026-06-19,Fase de grupos,Estados Unidos,Austrália,2-0,Austrália,Estados Unidos,NA,NA,38.1,5.0,10.0,2.0,2.0,NA,NA,NA,NA,NA,NA,219.0,310.0,4.0,19.0,NA,NA,NA,24.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Austrália 0-2 Estados Unidos; posse 38.1%, finalizações 5.0 (2.0 no alvo), escanteios 4.0, faltas 16.0.",ESPN public API event 760442 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2476
30,2026-06-19,Fase de grupos,Escócia,Marrocos,0-1,Escócia,Marrocos,NA,NA,41.1,6.0,12.0,0.0,2.0,NA,NA,NA,NA,NA,NA,388.0,456.0,3.0,13.0,NA,NA,NA,17.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Escócia 0-1 Marrocos; posse 41.1%, finalizações 6.0 (0.0 no alvo), escanteios 2.0, faltas 11.0.",ESPN public API event 760445 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3156
30,2026-06-19,Fase de grupos,Escócia,Marrocos,0-1,Marrocos,Escócia,NA,NA,58.9,12.0,6.0,2.0,0.0,NA,NA,NA,NA,NA,NA,600.0,670.0,2.0,10.0,NA,NA,NA,14.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Marrocos 1-0 Escócia; posse 58.9%, finalizações 12.0 (2.0 no alvo), escanteios 5.0, faltas 8.0.",ESPN public API event 760445 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4656
29,2026-06-19,Fase de grupos,Brasil,Haiti,3-0,Brasil,Haiti,NA,NA,56.7,8.0,7.0,5.0,3.0,NA,NA,NA,NA,NA,NA,462.0,525.0,1.0,9.0,NA,NA,NA,14.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Brasil 3-0 Haiti; posse 56.7%, finalizações 8.0 (5.0 no alvo), escanteios 4.0, faltas 13.0.",ESPN public API event 760444 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4568
29,2026-06-19,Fase de grupos,Brasil,Haiti,3-0,Haiti,Brasil,NA,NA,43.3,7.0,8.0,3.0,5.0,NA,NA,NA,NA,NA,NA,332.0,399.0,3.0,11.0,NA,NA,NA,22.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Haiti 0-3 Brasil; posse 43.3%, finalizações 7.0 (3.0 no alvo), escanteios 4.0, faltas 14.0.",ESPN public API event 760444 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3068
31,2026-06-20,Fase de grupos,Turquia,Paraguai,0-1,Turquia,Paraguai,NA,NA,78.5,32.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,NA,559.0,629.0,8.0,42.0,NA,NA,NA,29.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Turquia 0-1 Paraguai; posse 78.5%, finalizações 32.0 (5.0 no alvo), escanteios 12.0, faltas 14.0.",ESPN public API event 760443 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.034
31,2026-06-20,Fase de grupos,Turquia,Paraguai,0-1,Paraguai,Turquia,NA,NA,21.5,7.0,32.0,2.0,5.0,NA,NA,NA,NA,NA,NA,96.0,178.0,2.0,6.0,NA,NA,NA,48.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Paraguai 1-0 Turquia; posse 21.5%, finalizações 7.0 (2.0 no alvo), escanteios 0.0, faltas 15.0.",ESPN public API event 760443 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.116
35,2026-06-20,Fase de grupos,Países Baixos,Suécia,5-1,Países Baixos,Suécia,NA,NA,50.9,10.0,16.0,7.0,8.0,NA,NA,NA,NA,NA,NA,398.0,449.0,3.0,16.0,NA,NA,NA,24.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Países Baixos 5-1 Suécia; posse 50.9%, finalizações 10.0 (7.0 no alvo), escanteios 2.0, faltas 9.0.",ESPN public API event 760447 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3136
35,2026-06-20,Fase de grupos,Países Baixos,Suécia,5-1,Suécia,Países Baixos,NA,NA,49.1,16.0,10.0,8.0,7.0,NA,NA,NA,NA,NA,NA,361.0,425.0,3.0,21.0,NA,NA,NA,14.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suécia 1-5 Países Baixos; posse 49.1%, finalizações 16.0 (8.0 no alvo), escanteios 5.0, faltas 12.0.",ESPN public API event 760447 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1636
33,2026-06-20,Fase de grupos,Alemanha,Costa do Marfim,2-1,Alemanha,Costa do Marfim,NA,NA,59.5,16.0,9.0,7.0,2.0,NA,NA,NA,NA,NA,NA,555.0,624.0,5.0,21.0,NA,NA,NA,14.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Alemanha 2-1 Costa do Marfim; posse 59.5%, finalizações 16.0 (7.0 no alvo), escanteios 8.0, faltas 5.0.",ESPN public API event 760448 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.588
33,2026-06-20,Fase de grupos,Alemanha,Costa do Marfim,2-1,Costa do Marfim,Alemanha,NA,NA,40.5,9.0,16.0,2.0,7.0,NA,NA,NA,NA,NA,NA,367.0,431.0,5.0,9.0,NA,NA,NA,26.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Costa do Marfim 1-2 Alemanha; posse 40.5%, finalizações 9.0 (2.0 no alvo), escanteios 3.0, faltas 7.0.",ESPN public API event 760448 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.438
34,2026-06-20,Fase de grupos,Equador,Curaçao,0-0,Equador,Curaçao,NA,NA,74.6,27.0,10.0,15.0,3.0,NA,NA,NA,NA,NA,NA,581.0,644.0,11.0,33.0,NA,NA,NA,17.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Equador 0-0 Curaçao; posse 74.6%, finalizações 27.0 (15.0 no alvo), escanteios 9.0, faltas 7.0.",ESPN public API event 760446 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.6284
34,2026-06-20,Fase de grupos,Equador,Curaçao,0-0,Curaçao,Equador,NA,NA,25.4,10.0,27.0,3.0,15.0,NA,NA,NA,NA,NA,NA,159.0,227.0,1.0,1.0,NA,NA,NA,32.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Curaçao 0-0 Equador; posse 25.4%, finalizações 10.0 (3.0 no alvo), escanteios 0.0, faltas 10.0.",ESPN public API event 760446 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.5284
36,2026-06-21,Fase de grupos,Tunísia,Japão,0-4,Tunísia,Japão,NA,NA,37.9,2.0,11.0,0.0,5.0,NA,NA,NA,NA,NA,NA,284.0,354.0,2.0,10.0,NA,NA,NA,23.0,14.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Tunísia 0-4 Japão; posse 37.9%, finalizações 2.0 (0.0 no alvo), escanteios 3.0, faltas 8.0.",ESPN public API event 760449 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4484
36,2026-06-21,Fase de grupos,Tunísia,Japão,0-4,Japão,Tunísia,NA,NA,62.1,11.0,2.0,5.0,0.0,NA,NA,NA,NA,NA,NA,521.0,583.0,2.0,11.0,NA,NA,NA,25.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Japão 4-0 Tunísia; posse 62.1%, finalizações 11.0 (5.0 no alvo), escanteios 5.0, faltas 15.0.",ESPN public API event 760449 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5984
38,2026-06-21,Fase de grupos,Espanha,Arábia Saudita,4-0,Espanha,Arábia Saudita,NA,NA,67.1,22.0,3.0,8.0,1.0,NA,NA,NA,NA,NA,NA,668.0,726.0,7.0,25.0,NA,NA,NA,17.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Espanha 4-0 Arábia Saudita; posse 67.1%, finalizações 22.0 (8.0 no alvo), escanteios 6.0, faltas 10.0.",ESPN public API event 760453 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.6984
38,2026-06-21,Fase de grupos,Espanha,Arábia Saudita,4-0,Arábia Saudita,Espanha,NA,NA,32.9,3.0,22.0,1.0,8.0,NA,NA,NA,NA,NA,NA,294.0,364.0,0.0,5.0,NA,NA,NA,35.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Arábia Saudita 0-4 Espanha; posse 32.9%, finalizações 3.0 (1.0 no alvo), escanteios 1.0, faltas 2.0.",ESPN public API event 760453 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.5484
39,2026-06-21,Fase de grupos,Bélgica,Irã,0-0,Bélgica,Irã,NA,NA,70.1,23.0,7.0,7.0,3.0,NA,NA,NA,NA,NA,NA,533.0,621.0,6.0,32.0,NA,NA,NA,11.0,3.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bélgica 0-0 Irã; posse 70.1%, finalizações 23.0 (7.0 no alvo), escanteios 4.0, faltas 7.0.",ESPN public API event 760451 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2904
39,2026-06-21,Fase de grupos,Bélgica,Irã,0-0,Irã,Bélgica,NA,NA,29.9,7.0,23.0,3.0,7.0,NA,NA,NA,NA,NA,NA,198.0,270.0,2.0,8.0,NA,NA,NA,51.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Irã 0-0 Bélgica; posse 29.9%, finalizações 7.0 (3.0 no alvo), escanteios 2.0, faltas 9.0.",ESPN public API event 760451 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1904
37,2026-06-21,Fase de grupos,Uruguai,Cabo Verde,2-2,Uruguai,Cabo Verde,NA,NA,65.2,17.0,12.0,2.0,4.0,NA,NA,NA,NA,NA,NA,420.0,511.0,4.0,29.0,NA,NA,NA,11.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Uruguai 2-2 Cabo Verde; posse 65.2%, finalizações 17.0 (2.0 no alvo), escanteios 11.0, faltas 11.0.",ESPN public API event 760450 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.0308
37,2026-06-21,Fase de grupos,Uruguai,Cabo Verde,2-2,Cabo Verde,Uruguai,NA,NA,34.8,12.0,17.0,4.0,2.0,NA,NA,NA,NA,NA,NA,205.0,278.0,2.0,7.0,NA,NA,NA,48.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Cabo Verde 2-2 Uruguai; posse 34.8%, finalizações 12.0 (4.0 no alvo), escanteios 4.0, faltas 4.0.",ESPN public API event 760450 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.0692
40,2026-06-21,Fase de grupos,Nova Zelândia,Egito,1-3,Nova Zelândia,Egito,NA,NA,44.4,11.0,19.0,5.0,7.0,NA,NA,NA,NA,NA,NA,337.0,421.0,3.0,15.0,NA,NA,NA,22.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Nova Zelândia 1-3 Egito; posse 44.4%, finalizações 11.0 (5.0 no alvo), escanteios 4.0, faltas 14.0.",ESPN public API event 760452 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3024
40,2026-06-21,Fase de grupos,Nova Zelândia,Egito,1-3,Egito,Nova Zelândia,NA,NA,55.6,19.0,11.0,7.0,5.0,NA,NA,NA,NA,NA,NA,460.0,526.0,7.0,22.0,NA,NA,NA,37.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Egito 3-1 Nova Zelândia; posse 55.6%, finalizações 19.0 (7.0 no alvo), escanteios 4.0, faltas 8.0.",ESPN public API event 760452 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4524
43,2026-06-22,Fase de grupos,Argentina,Áustria,2-0,Argentina,Áustria,NA,NA,53.6,12.0,6.0,5.0,1.0,NA,NA,NA,NA,NA,NA,494.0,554.0,1.0,4.0,NA,NA,NA,35.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argentina 2-0 Áustria; posse 53.6%, finalizações 12.0 (5.0 no alvo), escanteios 1.0, faltas 13.0.",ESPN public API event 760456 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5244
43,2026-06-22,Fase de grupos,Argentina,Áustria,2-0,Áustria,Argentina,NA,NA,46.4,6.0,12.0,1.0,5.0,NA,NA,NA,NA,NA,NA,401.0,468.0,3.0,17.0,NA,NA,NA,15.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Áustria 0-2 Argentina; posse 46.4%, finalizações 6.0 (1.0 no alvo), escanteios 3.0, faltas 13.0.",ESPN public API event 760456 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3744
41,2026-06-22,Fase de grupos,Noruega,Senegal,3-2,Noruega,Senegal,NA,NA,41.7,13.0,16.0,7.0,4.0,NA,NA,NA,NA,NA,NA,282.0,353.0,3.0,10.0,NA,NA,NA,26.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Noruega 3-2 Senegal; posse 41.7%, finalizações 13.0 (7.0 no alvo), escanteios 5.0, faltas 13.0.",ESPN public API event 760454 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4368
41,2026-06-22,Fase de grupos,Noruega,Senegal,3-2,Senegal,Noruega,NA,NA,58.3,16.0,13.0,4.0,7.0,NA,NA,NA,NA,NA,NA,430.0,489.0,8.0,23.0,NA,NA,NA,18.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Senegal 2-3 Noruega; posse 58.3%, finalizações 16.0 (4.0 no alvo), escanteios 4.0, faltas 5.0.",ESPN public API event 760454 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2868
44,2026-06-23,Fase de grupos,Jordânia,Argélia,1-2,Jordânia,Argélia,NA,NA,27.9,8.0,17.0,4.0,8.0,NA,NA,NA,NA,NA,NA,181.0,251.0,2.0,5.0,NA,NA,NA,36.0,3.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Jordânia 1-2 Argélia; posse 27.9%, finalizações 8.0 (4.0 no alvo), escanteios 1.0, faltas 11.0.",ESPN public API event 760455 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4484
44,2026-06-23,Fase de grupos,Jordânia,Argélia,1-2,Argélia,Jordânia,NA,NA,72.1,17.0,8.0,8.0,4.0,NA,NA,NA,NA,NA,NA,561.0,641.0,5.0,21.0,NA,NA,NA,15.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argélia 2-1 Jordânia; posse 72.1%, finalizações 17.0 (8.0 no alvo), escanteios 10.0, faltas 6.0.",ESPN public API event 760455 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5984
47,2026-06-23,Fase de grupos,Portugal,Uzbequistão,5-0,Portugal,Uzbequistão,NA,NA,65.9,17.0,7.0,9.0,2.0,NA,NA,NA,NA,NA,NA,561.0,624.0,5.0,22.0,NA,NA,NA,16.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Portugal 5-0 Uzbequistão; posse 65.9%, finalizações 17.0 (9.0 no alvo), escanteios 3.0, faltas 14.0.",ESPN public API event 760461 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.6936
47,2026-06-23,Fase de grupos,Portugal,Uzbequistão,5-0,Uzbequistão,Portugal,NA,NA,34.1,7.0,17.0,2.0,9.0,NA,NA,NA,NA,NA,NA,262.0,327.0,0.0,8.0,NA,NA,NA,30.0,14.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Uzbequistão 0-5 Portugal; posse 34.1%, finalizações 7.0 (2.0 no alvo), escanteios 2.0, faltas 15.0.",ESPN public API event 760461 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.5436
45,2026-06-23,Fase de grupos,Inglaterra,Gana,0-0,Inglaterra,Gana,NA,NA,78.9,19.0,2.0,3.0,1.0,NA,NA,NA,NA,NA,NA,586.0,633.0,7.0,30.0,NA,NA,NA,6.0,1.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Inglaterra 0-0 Gana; posse 78.9%, finalizações 19.0 (3.0 no alvo), escanteios 9.0, faltas 14.0.",ESPN public API event 760458 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2456
