jogo,jogo_original_fonte,espn_event_id,event_id,period,clock,type_text,team,team_espn,player,participants_json,text,scoring_play,shootout,penalty,own_goal,yellow_card,red_card,substitution,source_url,collected_at,source_file,source_collected_at,temporal_status
5,5,760418,49502895.0,2.0,85',Substitution,Haiti,Haiti,Yassin Fortuné,"[""Yassin Fortuné"", ""Ruben Providence""]","Substitution, Haiti. Yassin Fortuné replaces Ruben Providence.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.234869+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.234869+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503015.0,2.0,90'+1',Yellow Card,Escócia,Scotland,Findlay Curtis,"[""Findlay Curtis""]",Findlay Curtis (Scotland) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.234911+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.234911+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503076.0,2.0,90'+5',Yellow Card,Escócia,Scotland,Kenny McLean,"[""Kenny McLean""]",Kenny McLean (Scotland) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.234953+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.234953+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503077.0,2.0,90'+5',Start Delay,Escócia,Scotland,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.235032+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.235032+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503078.0,2.0,90'+5',Start Delay,Haiti,Haiti,,[],Delay in match because of an injury Josué Casimir (Haiti).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.234993+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.234993+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503079.0,2.0,90'+7',End Delay,Escócia,Scotland,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.235114+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.235114+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503080.0,2.0,90'+7',End Delay,Haiti,Haiti,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.235070+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.235070+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,49503109.0,2.0,90'+8',End Regular Time,,,,[],"Second Half ends, Haiti 0, Scotland 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.235159+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.235159+00:00,POST_MATCH_BACKFILLED_FACT
5,5,760418,,,28',,Escócia,Scotland,John McGinn,"[""John McGinn""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760418,2026-07-20T17:23:52.233764+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,2026-07-20T17:23:52.233764+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503161.0,1.0,"{'value': 0.0, 'displayValue': ''}",Kickoff,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378136+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378136+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503542.0,1.0,23',Start Delay,Turquia,Türkiye,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378219+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378219+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503545.0,1.0,23',Start Delay,Austrália,Australia,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378304+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378304+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503546.0,1.0,25',End Delay,Turquia,Türkiye,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378380+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378380+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503547.0,1.0,25',End Delay,Austrália,Australia,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379513+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379513+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503574.0,1.0,27',Goal,Austrália,Australia,Nestory Irankunda,"[""Nestory Irankunda"", ""Paul Okon-Engstler""]","Goal! Australia 1, Türkiye 0. Nestory Irankunda (Australia) right footed shot from the centre of the box to the bottom left corner. Assisted by Paul Okon-Engstler.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379642+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379642+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503782.0,1.0,39',Start Delay,Austrália,Australia,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379815+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379815+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503783.0,1.0,39',Start Delay,Turquia,Türkiye,,[],Delay in match (Türkiye).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379728+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379728+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503784.0,1.0,39',End Delay,Austrália,Australia,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379961+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379961+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503785.0,1.0,39',End Delay,Turquia,Türkiye,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.379890+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.379890+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503876.0,1.0,44',Start Delay,Turquia,Türkiye,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380036+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380036+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49503878.0,1.0,44',End Delay,Turquia,Türkiye,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380106+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380106+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504003.0,1.0,45'+5',Halftime,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380164+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380164+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504008.0,2.0,45',Substitution,Turquia,Türkiye,Kenan Yildiz,"[""Kenan Yildiz"", ""Baris Alper Yilmaz""]","Substitution, Türkiye. Kenan Yildiz replaces Baris Alper Yilmaz.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380242+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380242+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504010.0,2.0,45',Start 2nd Half,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380333+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380333+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504283.0,2.0,61',Substitution,Austrália,Australia,Nishan Velupillay,"[""Nishan Velupillay"", ""Nestory Irankunda""]","Substitution, Australia. Nishan Velupillay replaces Nestory Irankunda.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380451+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380451+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504298.0,2.0,62',Substitution,Turquia,Türkiye,Yunus Akgün,"[""Yunus Akgün"", ""Orkun Kökçü""]","Substitution, Türkiye. Yunus Akgün replaces Orkun Kökçü.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380535+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380535+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504420.0,2.0,68',Start Delay,Austrália,Australia,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380688+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380688+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504421.0,2.0,68',Start Delay,Turquia,Türkiye,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380612+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380612+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504423.0,2.0,70',End Delay,Austrália,Australia,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380838+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380838+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504425.0,2.0,70',End Delay,Turquia,Türkiye,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380760+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380760+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504483.0,2.0,74',Substitution,Austrália,Australia,Jason Geria,"[""Jason Geria"", ""Jacob Italiano""]","Substitution, Australia. Jason Geria replaces Jacob Italiano.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380991+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380991+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504484.0,2.0,74',Substitution,Austrália,Australia,Tete Yengi,"[""Tete Yengi"", ""Mohamed Toure""]","Substitution, Australia. Tete Yengi replaces Mohamed Touré.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.380914+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.380914+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504497.0,2.0,75',Goal,Austrália,Australia,Connor Metcalfe,"[""Connor Metcalfe""]","Goal! Australia 2, Türkiye 0. Connor Metcalfe (Australia) left footed shot from outside the box to the bottom right corner.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381053+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381053+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504578.0,2.0,81',Substitution,Turquia,Türkiye,Salih Özcan,"[""Salih Özcan"", ""Ismail Yüksek""]","Substitution, Türkiye. Salih Özcan replaces Ismail Yüksek.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381128+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381128+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504581.0,2.0,81',Substitution,Turquia,Türkiye,Mert Müldür,"[""Mert Müldür"", ""Zeki Çelik""]","Substitution, Türkiye. Mert Müldür replaces Zeki Çelik.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381203+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381203+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504624.0,2.0,84',Substitution,Austrália,Australia,Aziz Behich,"[""Aziz Behich"", ""Jordan Bos""]","Substitution, Australia. Aziz Behich replaces Jordan Bos.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381277+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381277+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504625.0,2.0,84',Substitution,Austrália,Australia,Jackson Irvine,"[""Jackson Irvine"", ""Paul Okon-Engstler""]","Substitution, Australia. Jackson Irvine replaces Paul Okon-Engstler.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381342+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381342+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504639.0,2.0,85',Substitution,Turquia,Türkiye,Deniz Gül,"[""Deniz Gül"", ""Kerem Aktürkoglu""]","Substitution, Türkiye. Deniz Gül replaces Kerem Aktürkoglu.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.381413+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.381413+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504644.0,2.0,86',Yellow Card,Turquia,Türkiye,Yunus Akgün,"[""Yunus Akgün""]",Yunus Akgün (Türkiye) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.382595+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.382595+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,49504852.0,2.0,90'+7',End Regular Time,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.382695+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.382695+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,,,27',,Austrália,Australia,Nestory Irankunda,"[""Nestory Irankunda"", ""Paul Okon-Engstler""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378010+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378010+00:00,POST_MATCH_BACKFILLED_FACT
6,6,760421,,,75',,Austrália,Australia,Connor Metcalfe,"[""Connor Metcalfe""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760421,2026-07-20T17:23:55.378064+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,2026-07-20T17:23:55.378064+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497127.0,1.0,"{'value': 0.0, 'displayValue': ''}",Kickoff,,,,[],First Half begins.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541142+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541142+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497769.0,1.0,21',Goal,Marrocos,Morocco,Ismael Saibari,"[""Ismael Saibari"", ""Brahim Díaz""]","Goal! Brazil 0, Morocco 1. Ismael Saibari (Morocco) right footed shot from outside the box to the centre of the goal. Assisted by Brahim Díaz with a through ball following a fast break.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541184+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541184+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497782.0,1.0,23',Start Delay,Brasil,Brazil,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541229+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541229+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497789.0,1.0,23',Start Delay,Marrocos,Morocco,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541271+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541271+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497792.0,1.0,26',End Delay,Marrocos,Morocco,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541350+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541350+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497793.0,1.0,26',End Delay,Brasil,Brazil,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541311+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541311+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497900.0,1.0,32',Goal,Brasil,Brazil,Vinícius Júnior,"[""Vinícius Júnior"", ""Bruno Guimarães""]","Goal! Brazil 1, Morocco 1. Vinícius Júnior (Brazil) right footed shot from the left side of the box to the top right corner. Assisted by Bruno Guimarães.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541386+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541386+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49497971.0,1.0,37',Yellow Card,Brasil,Brazil,Casemiro,"[""Casemiro""]",Casemiro (Brazil) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541448+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541448+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49498187.0,1.0,43',Yellow Card,Brasil,Brazil,Roger Ibañez,"[""Roger Ibañez""]",Roger Ibañez (Brazil) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541496+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541496+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49498389.0,1.0,45'+5',Halftime,,,,[],"First Half ends, Brazil 1, Morocco 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541530+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541530+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49498686.0,2.0,45',Substitution,Brasil,Brazil,Danilo,"[""Danilo"", ""Roger Ibañez""]","Substitution, Brazil. Danilo replaces Roger Ibañez.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541573+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541573+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49498687.0,2.0,45',Substitution,Brasil,Brazil,Fabinho,"[""Fabinho"", ""Casemiro""]","Substitution, Brazil. Fabinho replaces Casemiro.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541614+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541614+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49498729.0,2.0,45',Start 2nd Half,,,,[],"Second Half begins Brazil 1, Morocco 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541657+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541657+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49499209.0,2.0,61',Substitution,Brasil,Brazil,Matheus Cunha,"[""Matheus Cunha"", ""Lucas Paquetá""]","Substitution, Brazil. Matheus Cunha replaces Lucas Paquetá.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541699+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541699+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49499255.0,2.0,62',Substitution,Brasil,Brazil,Luiz Henrique,"[""Luiz Henrique"", ""Igor Thiago""]","Substitution, Brazil. Luiz Henrique replaces Igor Thiago.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541739+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541739+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49499327.0,2.0,65',Substitution,Marrocos,Morocco,Chemsdine Talbi,"[""Chemsdine Talbi"", ""Brahim Díaz""]","Substitution, Morocco. Chemsdine Talbi replaces Brahim Díaz.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541820+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541820+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49499329.0,2.0,65',Substitution,Marrocos,Morocco,Samir El Mourabet,"[""Samir El Mourabet"", ""Azzedine Ounahi""]","Substitution, Morocco. Samir El Mourabet replaces Azzedine Ounahi.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541779+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541779+00:00,POST_MATCH_BACKFILLED_FACT
7,7,760419,49499454.0,2.0,68',Start Delay,Marrocos,Morocco,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760419,2026-07-20T17:23:48.541904+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760419__31ded61d5db77506.json,2026-07-20T17:23:48.541904+00:00,POST_MATCH_BACKFILLED_FACT
