espn_event_id,date,datetime_utc,name,short_name,phase_espn,home_team_espn,away_team_espn,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_score_90,away_score_90,home_score_120,away_score_120,home_penalty_score,away_penalty_score,home_period_scores_json,away_period_scores_json,status_name,status_description,status_detail,completed,winner_home,winner_away,venue,city,country,attendance,neutral_site,source_url,collected_at,source_sha256,jogo,jogo_original_fonte,calendar_equipe1_original,calendar_equipe2_original,calendar_equipe1,calendar_equipe2,calendar_data,calendar_fase,mapping_confidence,mapping_reason,participant_change_required
760456,2026-06-22,2026-06-22T17:00Z,Austria at Argentina,AUT @ ARG,,Argentina,Austria,Argentina,Áustria,202,474,2,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,AT&T Stadium,"Arlington, Texas",USA,70649,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,43,43,Argentina,Áustria,Argentina,Áustria,2026-06-22,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760455,2026-06-23,2026-06-23T03:00Z,Algeria at Jordan,ALG @ JOR,,Jordan,Algeria,Jordânia,Argélia,2917,624,1,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Levi's Stadium,"Santa Clara, California",USA,68371,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,44,44,Jordânia,Argélia,Jordânia,Argélia,2026-06-22,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760458,2026-06-23,2026-06-23T20:00Z,Ghana at England,GHA @ ENG,,England,Ghana,Inglaterra,Gana,448,4469,0,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,Gillette Stadium,"Foxborough, Massachusetts",USA,63983,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,45,45,Inglaterra,Gana,Inglaterra,Gana,2026-06-23,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760460,2026-06-23,2026-06-23T23:00Z,Croatia at Panama,CRO @ PAN,,Panama,Croatia,Panamá,Croácia,2659,477,0,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,BMO Field,Toronto,Canada,43036,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,46,46,Panamá,Croácia,Panamá,Croácia,2026-06-23,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760461,2026-06-23,2026-06-23T17:00Z,Uzbekistan at Portugal,UZB @ POR,,Portugal,Uzbekistan,Portugal,Uzbequistão,482,2570,5,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,NRG Stadium,"Houston, Texas",USA,68777,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,47,47,Portugal,Uzbequistão,Portugal,Uzbequistão,2026-06-23,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760459,2026-06-24,2026-06-24T02:00Z,Congo DR at Colombia,COD @ COL,,Colombia,Congo DR,Colômbia,RD Congo,208,2850,1,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Estadio Akron,Guadalajara,Mexico,45358,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,48,48,Colômbia,RD Congo,Colômbia,RD Congo,2026-06-23,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760465,2026-06-24,2026-06-24T22:00Z,Brazil at Scotland,BRA @ SCO,,Scotland,Brazil,Escócia,Brasil,580,205,0,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Hard Rock Stadium,"Miami Gardens, Florida",USA,64478,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,49,49,Escócia,Brasil,Escócia,Brasil,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760464,2026-06-24,2026-06-24T22:00Z,Haiti at Morocco,HAI @ MAR,,Morocco,Haiti,Marrocos,Haiti,2869,2654,4,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,68239,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,50,50,Marrocos,Haiti,Marrocos,Haiti,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760463,2026-06-24,2026-06-24T19:00Z,Canada at Switzerland,CAN @ SUI,,Switzerland,Canada,Suíça,Canadá,475,206,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,BC Place,Vancouver,Canada,52497,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,51,51,Suíça,Canadá,Suíça,Canadá,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760462,2026-06-24,2026-06-24T19:00Z,Qatar at Bosnia-Herzegovina,QAT @ BIH,,Bosnia-Herzegovina,Qatar,Bósnia e Herzegovina,Catar,452,4398,3,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Lumen Field,"Seattle, Washington",USA,66925,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,52,52,Bósnia e Herzegovina,Catar,Bósnia e Herzegovina,Catar,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760467,2026-06-25,2026-06-25T01:00Z,Mexico at Czechia,MEX @ CZE,,Czechia,Mexico,Tchéquia,México,450,203,0,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Estadio Banorte,Mexico City,Mexico,80824,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,53,53,Tchéquia,México,Tchéquia,México,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760466,2026-06-25,2026-06-25T01:00Z,South Korea at South Africa,KOR @ RSA,,South Africa,South Korea,África do Sul,Coreia do Sul,467,451,1,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Estadio BBVA,Guadalupe,Mexico,51243,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,54,54,África do Sul,Coreia do Sul,África do Sul,Coreia do Sul,2026-06-24,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760473,2026-06-25,2026-06-25T20:00Z,Ivory Coast at Curaçao,CIV @ CUW,,Curaçao,Ivory Coast,Curaçao,Costa do Marfim,11678,4789,0,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Lincoln Financial Field,"Philadelphia, Pennsylvania",USA,68324,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,55,55,Curaçao,Costa do Marfim,Curaçao,Costa do Marfim,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760468,2026-06-25,2026-06-25T20:00Z,Germany at Ecuador,GER @ ECU,,Ecuador,Germany,Equador,Alemanha,209,481,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,MetLife Stadium,"East Rutherford, New Jersey",USA,80663,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,56,56,Equador,Alemanha,Equador,Alemanha,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760471,2026-06-25,2026-06-25T23:00Z,Sweden at Japan,SWE @ JPN,,Japan,Sweden,Japão,Suécia,627,466,1,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,AT&T Stadium,"Arlington, Texas",USA,70137,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,57,57,Japão,Suécia,Japão,Suécia,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760472,2026-06-25,2026-06-25T23:00Z,Netherlands at Tunisia,NED @ TUN,,Tunisia,Netherlands,Tunísia,Países Baixos,659,449,1,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,68391,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,58,58,Tunísia,Países Baixos,Tunísia,Países Baixos,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760470,2026-06-26,2026-06-26T02:00Z,United States at Türkiye,USA @ TUR,,Türkiye,United States,Turquia,Estados Unidos,465,660,3,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,SoFi Stadium,"Inglewood, California",USA,70492,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,59,59,Turquia,Estados Unidos,Turquia,Estados Unidos,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760469,2026-06-26,2026-06-26T02:00Z,Australia at Paraguay,AUS @ PAR,,Paraguay,Australia,Paraguai,Austrália,210,628,0,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,Levi's Stadium,"Santa Clara, California",USA,68827,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,60,60,Paraguai,Austrália,Paraguai,Austrália,2026-06-25,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760475,2026-06-26,2026-06-26T19:00Z,France at Norway,FRA @ NOR,,Norway,France,Noruega,França,464,478,1,4,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Gillette Stadium,"Foxborough, Massachusetts",USA,64146,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,61,61,Noruega,França,Noruega,França,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760474,2026-06-26,2026-06-26T19:00Z,Iraq at Senegal,IRQ @ SEN,,Senegal,Iraq,Senegal,Iraque,654,4375,5,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,BMO Field,Toronto,Canada,43036,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,62,62,Senegal,Iraque,Senegal,Iraque,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760476,2026-06-27,2026-06-27T03:00Z,Iran at Egypt,IRN @ EGY,,Egypt,Iran,Egito,Irã,2620,469,1,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,Lumen Field,"Seattle, Washington",USA,66925,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,63,63,Egito,Irã,Egito,Irã,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760477,2026-06-27,2026-06-27T03:00Z,Belgium at New Zealand,BEL @ NZL,,New Zealand,Belgium,Nova Zelândia,Bélgica,2666,459,1,5,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,BC Place,Vancouver,Canada,52497,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,64,64,Nova Zelândia,Bélgica,Nova Zelândia,Bélgica,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760478,2026-06-27,2026-06-27T00:00Z,Saudi Arabia at Cape Verde,KSA @ CPV,,Cape Verde,Saudi Arabia,Cabo Verde,Arábia Saudita,2597,655,0,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,NRG Stadium,"Houston, Texas",USA,68278,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,65,65,Cabo Verde,Arábia Saudita,Cabo Verde,Arábia Saudita,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760479,2026-06-27,2026-06-27T00:00Z,Spain at Uruguay,ESP @ URU,,Uruguay,Spain,Uruguai,Espanha,212,164,0,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Estadio Akron,Guadalajara,Mexico,45065,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,66,66,Uruguai,Espanha,Uruguai,Espanha,2026-06-26,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760485,2026-06-27,2026-06-27T21:00Z,England at Panama,ENG @ PAN,,Panama,England,Panamá,Inglaterra,2659,448,0,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,MetLife Stadium,"East Rutherford, New Jersey",USA,80663,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,67,67,Panamá,Inglaterra,Panamá,Inglaterra,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760480,2026-06-27,2026-06-27T21:00Z,Ghana at Croatia,GHA @ CRO,,Croatia,Ghana,Croácia,Gana,477,4469,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Lincoln Financial Field,"Philadelphia, Pennsylvania",USA,68324,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,68,68,Croácia,Gana,Croácia,Gana,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760484,2026-06-28,2026-06-28T02:00Z,Austria at Algeria,AUT @ ALG,,Algeria,Austria,Argélia,Áustria,624,474,3,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,69045,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,69,69,Argélia,Áustria,Argélia,Áustria,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760483,2026-06-28,2026-06-28T02:00Z,Argentina at Jordan,ARG @ JOR,,Jordan,Argentina,Jordânia,Argentina,2917,202,1,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,AT&T Stadium,"Arlington, Texas",USA,70649,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,70,70,Jordânia,Argentina,Jordânia,Argentina,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760481,2026-06-27,2026-06-27T23:30Z,Portugal at Colombia,POR @ COL,,Colombia,Portugal,Colômbia,Portugal,208,482,0,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,False,Hard Rock Stadium,"Miami Gardens, Florida",USA,64478,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,71,71,Colômbia,Portugal,Colômbia,Portugal,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760482,2026-06-27,2026-06-27T23:30Z,Uzbekistan at Congo DR,UZB @ COD,,Congo DR,Uzbekistan,RD Congo,Uzbequistão,2850,2570,3,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,68239,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,72,72,RD Congo,Uzbequistão,RD Congo,Uzbequistão,2026-06-27,Fase de grupos,date_team,Mesma dupla e data ±1 dia,False
760486,2026-06-28,2026-06-28T19:00Z,Canada at South Africa,CAN @ RSA,,South Africa,Canada,África do Sul,Canadá,467,206,0,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,SoFi Stadium,"Inglewood, California",USA,69237,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,73,73,África do Sul,Canadá,África do Sul,Canadá,2026-06-28,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760489,2026-06-29,2026-06-29T20:30Z,Paraguay at Germany,PAR @ GER,Paraguay advance 4-3 on penalties,Germany,Paraguay,Alemanha,Paraguai,481,210,1,1,,,,,3.0,4.0,{},{},STATUS_FINAL_PEN,Final Score - After Penalties,FT-Pens,True,False,True,Gillette Stadium,"Foxborough, Massachusetts",USA,63945,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,74,74,Alemanha,Paraguai,Alemanha,Paraguai,2026-06-29,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760488,2026-06-30,2026-06-30T01:00Z,Morocco at Netherlands,MAR @ NED,Morocco advance 3-2 on penalties,Netherlands,Morocco,Países Baixos,Marrocos,449,2869,1,1,,,,,2.0,3.0,{},{},STATUS_FINAL_PEN,Final Score - After Penalties,FT-Pens,True,False,True,Estadio BBVA,Guadalupe,Mexico,51243,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,75,75,Países Baixos,Marrocos,Países Baixos,Marrocos,2026-06-29,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760487,2026-06-29,2026-06-29T17:00Z,Japan at Brazil,JPN @ BRA,,Brazil,Japan,Brasil,Japão,205,627,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,NRG Stadium,"Houston, Texas",USA,68777,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,76,76,Brasil,Japão,Brasil,Japão,2026-06-29,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760492,2026-06-30,2026-06-30T21:00Z,Sweden at France,SWE @ FRA,,France,Sweden,França,Suécia,478,466,3,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,MetLife Stadium,"East Rutherford, New Jersey",USA,80663,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,77,77,França,Suécia,França,Suécia,2026-06-30,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760490,2026-06-30,2026-06-30T17:00Z,Norway at Ivory Coast,NOR @ CIV,,Ivory Coast,Norway,Costa do Marfim,Noruega,4789,464,1,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,AT&T Stadium,"Arlington, Texas",USA,69665,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,78,78,Costa do Marfim,Noruega,Costa do Marfim,Noruega,2026-06-30,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760491,2026-07-01,2026-07-01T02:00Z,Ecuador at Mexico,ECU @ MEX,,Mexico,Ecuador,México,Equador,203,209,2,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Estadio Banorte,Mexico City,Mexico,80824,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,79,79,México,Equador,México,Equador,2026-06-30,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760495,2026-07-01,2026-07-01T16:00Z,Congo DR at England,COD @ ENG,,England,Congo DR,Inglaterra,RD Congo,448,2850,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,68239,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,80,80,Inglaterra,RD Congo,Inglaterra,RD Congo,2026-07-01,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760494,2026-07-02,2026-07-02T00:00Z,Bosnia-Herzegovina at United States,BIH @ USA,,United States,Bosnia-Herzegovina,Estados Unidos,Bósnia e Herzegovina,660,452,2,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Levi's Stadium,"Santa Clara, California",USA,68827,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,81,81,Estados Unidos,Bósnia e Herzegovina,Estados Unidos,Bósnia e Herzegovina,2026-07-01,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760493,2026-07-01,2026-07-01T20:00Z,Senegal at Belgium,SEN @ BEL,,Belgium,Senegal,Bélgica,Senegal,459,654,3,2,,,,,,,{},{},STATUS_FINAL_AET,Final Score - After Extra Time,AET,True,True,False,Lumen Field,"Seattle, Washington",USA,66925,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,82,82,Bélgica,Senegal,Bélgica,Senegal,2026-07-01,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760496,2026-07-02,2026-07-02T23:00Z,Croatia at Portugal,CRO @ POR,,Portugal,Croatia,Portugal,Croácia,482,477,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,BMO Field,Toronto,Canada,43036,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,83,83,Portugal,Croácia,Portugal,Croácia,2026-07-02,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760497,2026-07-02,2026-07-02T19:00Z,Austria at Spain,AUT @ ESP,,Spain,Austria,Espanha,Áustria,164,474,3,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,SoFi Stadium,"Inglewood, California",USA,70492,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,84,84,Espanha,Áustria,Espanha,Áustria,2026-07-02,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760498,2026-07-03,2026-07-03T03:00Z,Algeria at Switzerland,ALG @ SUI,,Switzerland,Algeria,Suíça,Argélia,475,624,2,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,BC Place,Vancouver,Canada,52497,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,85,85,Suíça,Argélia,Suíça,Argélia,2026-07-02,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
