jogo,data,fase,grupo,equipe1,equipe2,team1_id,team2_id,has_real,gols1_real,gols2_real,target_goal_diff,target_total_goals,days_from_start,is_knockout,grupo_num,diff_forca_modelo_0_100,sum_forca_modelo_0_100,diff_ataque_score,sum_ataque_score,diff_meio_score,sum_meio_score,diff_defesa_score,sum_defesa_score,diff_goleiro_score,sum_goleiro_score,diff_experiencia_score,sum_experiencia_score,diff_intensidade_valor,sum_intensidade_valor,diff_posse_valor,sum_posse_valor,diff_pressao_valor,sum_pressao_valor,diff_player_proxy_mean,sum_player_proxy_mean,diff_player_proxy_top18,sum_player_proxy_top18,diff_league_score_mean,sum_league_score_mean,diff_league_score_top11,sum_league_score_top11,diff_caps_mean,sum_caps_mean,diff_caps_total,sum_caps_total,diff_caps_total_players,sum_caps_total_players,diff_goals_selection_total_players,sum_goals_selection_total_players,diff_gols_selecao_total,sum_gols_selecao_total,attack_vs_def_1,attack_vs_def_2,press_vs_posse_1,press_vs_posse_2
44,2026-06-22,Fase de grupos,J,Jordânia,Argélia,30,3,True,1.0,2.0,-1.0,3.0,11,0.0,10,-4.599999999999994,125.0,-0.75,9.85,-0.8999999999999995,11.120000000000001,-0.8699999999999992,10.75,0.7000000000000002,10.3,0.6799999999999997,16.7,3.0,13.0,-2.0,8.0,-1.0,9.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,286,1904,0.0,2012.0,0.0,246.0,-31,215,-1.2599999999999998,0.35999999999999943,-1.0,2.0
45,2026-06-23,Fase de grupos,L,Inglaterra,Gana,26,24,True,0.0,0.0,0.0,0.0,12,0.0,12,11.100000000000001,123.30000000000001,0.9300000000000006,10.05,0.6600000000000001,11.92,0.5499999999999998,9.57,1.5700000000000003,11.43,0.8200000000000003,15.52,1.2000000000000002,14.8,4.0,12.0,2.8,10.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,269,1469,0.0,2012.0,0.0,246.0,84,222,0.9800000000000004,-0.5,2.8,-4.0
46,2026-06-23,Fase de grupos,L,Panamá,Croácia,36,16,True,0.0,1.0,-1.0,1.0,12,0.0,12,1.0,137.4,-0.03000000000000025,10.27,0.5,14.1,0.3700000000000001,11.850000000000001,-0.2400000000000002,11.9,0.629999999999999,18.39,3.0,13.0,-5.0,11.0,-2.0,8.0,0.3461538461538467,12.8,0.27777777777777946,14.38888888888889,-1.3846153846153841,14.192307692307693,-1.1818181818181808,16.272727272727273,21.730769230769226,99.11538461538461,379,2763,565.0,2577.0,4.0,250.0,-29,283,-0.6200000000000001,-0.96,-5.0,2.0
47,2026-06-23,Fase de grupos,K,Portugal,Uzbequistão,38,47,True,5.0,0.0,5.0,5.0,12,0.0,11,11.199999999999996,131.0,1.2400000000000002,10.5,1.4400000000000004,13.2,1.2999999999999998,10.620000000000001,0.7600000000000007,10.3,0.41999999999999993,17.340000000000003,3.0,13.0,4.0,12.0,2.8,10.8,0.40000000000000036,12.853846153846154,0.35555555555555607,14.466666666666667,0.6923076923076916,16.269230769230766,0.2727272727272734,17.727272727272727,7.153846153846153,84.53846153846155,204,2180,186.0,2198.0,141.0,387.0,144,384,1.21,-1.33,2.8,-4.0
48,2026-06-23,Fase de grupos,K,Colômbia,RD Congo,13,39,True,1.0,0.0,1.0,1.0,12,0.0,11,6.799999999999997,128.8,0.27000000000000046,9.79,0.8100000000000005,11.99,0.7000000000000002,11.3,1.2000000000000002,11.059999999999999,0.5999999999999996,16.700000000000003,0.0,16.0,2.8,10.8,1.7999999999999998,11.8,0.6038461538461535,12.01153846153846,0.6611111111111114,13.483333333333333,0.11538461538461586,15.692307692307693,-0.2727272727272734,17.727272727272727,9.65384615384615,72.88461538461539,251,1895,251.0,1895.0,31.0,193.0,31,193,-0.2699999999999996,-1.2400000000000002,2.8,-1.7999999999999998
49,2026-06-24,Fase de grupos,C,Escócia,Brasil,20,9,True,0.0,3.0,-3.0,3.0,13,0.0,3,1.0,136.8,-0.33999999999999986,10.68,0.75,13.59,0.47999999999999954,11.36,0.02999999999999936,12.83,0.129999999999999,16.93,0.0,16.0,-4.0,12.0,-2.2,12.2,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,57,1985,0.0,2012.0,0.0,246.0,-60,258,-0.27000000000000046,-0.41000000000000014,-3.0,3.2
50,2026-06-24,Fase de grupos,C,Marrocos,Haiti,31,25,True,4.0,2.0,2.0,6.0,13,0.0,3,4.299999999999997,122.7,-0.27999999999999936,9.5,1.4499999999999993,10.17,0.14999999999999947,10.21,-0.46999999999999975,12.93,0.23999999999999932,15.46,0.0,16.0,2.0,8.0,2.0,8.0,0.8230769230769228,11.630769230769232,0.8055555555555554,13.305555555555555,0.21153846153846168,15.365384615384615,0.1363636363636349,17.31818181818182,12.730769230769234,64.65384615384616,79,1429,331.0,1681.0,7.0,239.0,-9,223,-0.41999999999999993,-0.29000000000000004,2.0,-2.0
51,2026-06-24,Fase de grupos,B,Suíça,Canadá,42,11,True,2.0,1.0,1.0,3.0,13,0.0,2,3.0999999999999943,137.1,-0.03000000000000025,11.23,0.07000000000000028,13.25,0.5099999999999998,11.11,-0.16999999999999993,11.03,0.35999999999999943,17.36,-2.2,15.8,0.0,10.0,-3.0,13.0,0.0,12.453846153846154,0.049999999999998934,14.061111111111112,-0.1538461538461542,15.73076923076923,-0.2727272727272734,17.727272727272727,0.0384615384615401,77.34615384615384,175,2185,1.0,2011.0,-17.0,263.0,-9,271,0.2999999999999998,-0.17999999999999972,0.0,3.0
52,2026-06-24,Fase de grupos,B,Bósnia e Herzegovina,Catar,8,12,True,3.0,1.0,2.0,4.0,13,0.0,2,-11.599999999999994,121.6,-1.12,9.64,-1.2800000000000002,10.879999999999999,-0.3200000000000003,10.26,-1.0,10.54,-2.0700000000000003,17.09,0.0,10.0,-4.0,12.0,-2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-973,2263,0.0,2012.0,0.0,246.0,-120,314,-1.0300000000000002,0.41000000000000014,-5.0,1.0
53,2026-06-24,Fase de grupos,A,Tchéquia,México,43,32,True,0.0,3.0,-3.0,3.0,13,0.0,1,-6.1000000000000085,129.7,-0.019999999999999574,10.0,-0.040000000000000036,11.52,-1.2700000000000005,11.95,-0.8300000000000001,11.03,-1.1199999999999992,16.92,0.0,16.0,-1.0,9.0,-1.7999999999999998,11.8,-0.15769230769230802,12.611538461538462,-0.13888888888888928,14.25,0.3076923076923075,15.26923076923077,0.545454545454545,16.909090909090907,-10.115384615384613,87.5,-499,2039,-263.0,2275.0,0.0,246.0,-23,223,-1.62,-0.33000000000000007,0.0,2.8
54,2026-06-24,Fase de grupos,A,África do Sul,Coreia do Sul,0,14,True,1.0,0.0,1.0,1.0,13,0.0,1,-8.100000000000009,126.7,-0.1899999999999995,10.01,-0.07000000000000028,13.51,-0.5099999999999998,9.31,-0.8700000000000001,11.530000000000001,-1.2800000000000002,15.719999999999999,0.0,16.0,-1.0,9.0,-1.7999999999999998,11.8,0.06923076923076987,12.384615384615383,-0.13888888888888928,14.25,0.38461538461538414,15.192307692307693,0.2727272727272716,17.18181818181818,0.0,77.38461538461539,-440,1572,0.0,2012.0,-21.0,267.0,-76,212,0.0,0.6999999999999993,0.0,2.8
55,2026-06-25,Fase de grupos,E,Curaçao,Costa do Marfim,17,15,True,0.0,2.0,-2.0,2.0,14,0.0,5,-3.700000000000003,122.7,-0.2400000000000002,9.82,0.1800000000000006,13.04,-0.5999999999999996,10.0,0.5300000000000002,11.129999999999999,-0.2699999999999996,15.43,-3.0,13.0,-2.0,8.0,-3.8,9.8,-0.7192307692307693,11.734615384615385,-0.9055555555555559,13.205555555555556,-0.3076923076923075,15.26923076923077,-0.8181818181818175,16.636363636363637,-13.03846153846154,64.34615384615384,-87,1421,-339.0,1673.0,-50.0,196.0,-13,159,-0.5099999999999998,0.33000000000000007,-2.0,3.8
56,2026-06-25,Fase de grupos,E,Equador,Alemanha,19,1,True,2.0,1.0,1.0,3.0,14,0.0,5,-7.600000000000001,131.4,-0.28000000000000025,9.559999999999999,-1.2400000000000002,12.06,-0.3700000000000001,11.690000000000001,-1.4699999999999998,11.129999999999999,-0.20000000000000107,16.259999999999998,1.0,17.0,-1.2000000000000002,14.8,0.0,16.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-76,1708,0.0,2012.0,0.0,246.0,-19,211,-1.3900000000000006,-0.7400000000000002,0.0,1.2000000000000002
57,2026-06-25,Fase de grupos,F,Japão,Suécia,29,41,True,1.0,1.0,0.0,2.0,14,0.0,6,8.799999999999997,126.39999999999999,0.2599999999999998,9.9,1.83,12.85,0.5999999999999996,9.92,0.03000000000000025,10.43,0.9200000000000008,15.34,3.0,13.0,0.0,13.6,1.7999999999999998,11.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,292,1418,0.0,2012.0,0.0,246.0,48,192,0.41999999999999993,-0.4399999999999995,0.0,-1.7999999999999998
58,2026-06-25,Fase de grupos,F,Tunísia,Países Baixos,44,35,True,1.0,3.0,-2.0,4.0,14,0.0,6,-12.999999999999993,125.19999999999999,-1.42,9.6,-0.7300000000000004,11.43,-1.46,10.920000000000002,-0.8300000000000001,10.37,-0.8199999999999994,15.719999999999999,0.0,13.6,-5.0,11.0,-2.8,10.8,-1.4884615384615376,11.673076923076923,-1.4277777777777771,13.238888888888889,-1.4423076923076934,16.096153846153847,-0.2727272727272734,17.727272727272727,-10.807692307692307,59.11538461538461,-281,1537,-281.0,1537.0,-117.0,207.0,-117,207,-2.1000000000000005,0.7799999999999994,-4.0,3.8
59,2026-06-25,Fase de grupos,D,Turquia,Estados Unidos,45,22,True,3.0,2.0,1.0,5.0,14,0.0,4,-2.0,140.0,-0.6600000000000001,11.28,0.16000000000000014,13.92,0.21999999999999975,12.559999999999999,0.3699999999999992,11.83,0.019999999999999574,17.04,0.0,16.0,0.0,13.6,-1.2000000000000002,14.8,0.1923076923076925,12.646153846153847,0.0,14.11111111111111,0.23076923076923173,15.807692307692308,0.0,17.454545454545453,0.5769230769230731,77.96153846153845,12,2030,15.0,2027.0,-23.0,223.0,-31,231,-0.8600000000000003,-0.41999999999999993,0.0,1.2000000000000002
60,2026-06-25,Fase de grupos,D,Paraguai,Austrália,37,5,True,0.0,0.0,0.0,0.0,14,0.0,4,-1.1999999999999957,120.6,-0.5800000000000001,9.24,0.4499999999999993,11.33,0.3100000000000005,10.33,-1.1300000000000008,10.33,-0.1299999999999999,15.73,0.0,16.0,0.0,8.0,0.0,10.0,0.7653846153846153,11.688461538461539,0.7111111111111104,13.4,0.38461538461538414,15.192307692307693,0.0,17.454545454545453,8.653846153846153,68.73076923076923,-44,1518,225.0,1787.0,48.0,198.0,-20,130,-0.6799999999999997,-0.41000000000000014,1.0,1.0
61,2026-06-26,Fase de grupos,I,Noruega,França,33,23,True,1.0,4.0,-3.0,5.0,15,0.0,9,0.5,128.1,-0.35000000000000053,10.45,-0.1899999999999995,12.07,0.040000000000000036,10.579999999999998,0.5,12.04,0.009999999999999787,16.15,-1.2000000000000002,14.8,0.0,10.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,1,1665,0.0,2012.0,0.0,246.0,21,233,-0.21999999999999975,0.09000000000000075,0.0,0.0
62,2026-06-26,Fase de grupos,I,Senegal,Iraque,40,28,True,5.0,0.0,5.0,5.0,15,0.0,9,8.5,123.5,0.8399999999999999,9.94,1.4299999999999997,11.51,0.4899999999999993,9.95,0.13999999999999968,11.600000000000001,0.4399999999999995,16.740000000000002,1.2000000000000002,14.8,1.0,9.0,1.7999999999999998,11.8,-0.16538461538461569,12.288461538461538,-0.18333333333333268,13.927777777777777,0.7884615384615383,16.365384615384613,0.2727272727272734,17.727272727272727,1.6153846153846132,79.0,187,1909,42.0,2054.0,11.0,257.0,45,223,0.6599999999999993,-0.6699999999999999,2.8,0.0
63,2026-06-26,Fase de grupos,G,Egito,Irã,18,27,True,1.0,1.0,0.0,2.0,15,0.0,7,-4.699999999999996,123.5,0.16999999999999993,9.41,-1.0,11.2,-0.6799999999999997,10.34,-0.6200000000000001,10.52,-0.75,17.07,1.7999999999999998,11.8,1.0,9.0,2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-343,2071,0.0,2012.0,0.0,246.0,-18,282,-0.7199999999999998,-0.20999999999999996,1.0,-2.0
64,2026-06-26,Fase de grupos,G,Nova Zelândia,Bélgica,34,7,True,1.0,5.0,-4.0,6.0,15,0.0,7,-9.899999999999999,129.7,-0.7999999999999998,10.04,-1.29,12.61,-0.41999999999999993,10.8,-1.1000000000000005,10.96,-0.5800000000000001,16.9,0.0,10.0,-5.0,11.0,-2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-253,1981,0.0,2012.0,0.0,246.0,-105,323,-0.9900000000000002,0.22999999999999954,-5.0,2.0
65,2026-06-26,Fase de grupos,H,Cabo Verde,Arábia Saudita,10,2,True,0.0,0.0,0.0,0.0,15,0.0,8,-4.100000000000001,122.69999999999999,-0.8700000000000001,9.469999999999999,-0.020000000000000462,11.379999999999999,-0.04999999999999982,10.190000000000001,-0.2699999999999996,11.67,-0.25,16.53,0.0,16.0,-1.0,9.0,-1.7999999999999998,11.8,-0.5500000000000007,11.903846153846153,-0.7999999999999998,13.31111111111111,-1.0384615384615383,14.538461538461538,-1.09090909090909,16.363636363636363,-5.7307692307692335,71.65384615384616,-102,1816,-149.0,1863.0,-46.0,200.0,-20,174,-0.8200000000000003,0.09999999999999964,0.0,2.8
66,2026-06-26,Fase de grupos,H,Uruguai,Espanha,46,21,True,0.0,1.0,-1.0,1.0,15,0.0,8,-2.6000000000000085,135.2,-1.0499999999999998,10.530000000000001,-0.8900000000000006,13.93,0.7600000000000007,10.620000000000001,-0.16999999999999993,12.97,0.4800000000000004,16.3,1.0,17.0,-4.0,14.0,0.0,16.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,183,1731,0.0,2012.0,0.0,246.0,-43,197,-0.1899999999999995,0.09999999999999964,-1.0,3.0
67,2026-06-27,Fase de grupos,L,Panamá,Inglaterra,36,26,True,0.0,2.0,-2.0,2.0,16,0.0,12,2.0,136.4,-0.3700000000000001,10.61,1.0099999999999998,13.59,1.0500000000000007,11.17,-0.6699999999999999,12.33,1.3399999999999999,17.68,0.0,16.0,-5.0,11.0,-3.8,9.8,0.3461538461538467,12.8,0.27777777777777946,14.38888888888889,-1.3846153846153841,14.192307692307693,-1.1818181818181808,16.272727272727273,21.730769230769226,99.11538461538461,702,2440,565.0,2577.0,4.0,250.0,-26,280,0.0600000000000005,-0.6200000000000001,-5.0,3.8
68,2026-06-27,Fase de grupos,L,Croácia,Gana,16,24,True,2.0,1.0,1.0,3.0,16,0.0,12,12.100000000000001,124.30000000000001,0.5900000000000007,9.71,1.17,12.43,1.2300000000000004,10.25,1.1400000000000006,11.0,1.5300000000000011,16.23,-1.7999999999999998,11.8,4.0,12.0,1.0,9.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,592,1792,0.0,2012.0,0.0,246.0,87,225,0.6400000000000006,-1.1800000000000006,1.0,-4.0
69,2026-06-27,Fase de grupos,J,Argélia,Áustria,3,6,True,3.0,3.0,0.0,6.0,16,0.0,10,-2.799999999999997,132.39999999999998,0.3199999999999994,10.280000000000001,-0.4900000000000002,12.51,0.3099999999999996,11.309999999999999,-0.5700000000000003,10.17,-0.5600000000000005,16.58,-4.0,14.0,0.0,10.0,-3.0,13.0,-0.05769230769230749,12.51153846153846,-0.13888888888888928,14.25,-0.6730769230769234,16.25,-0.2727272727272734,17.727272727272727,-1.1538461538461533,78.53846153846155,-227,1845,-30.0,2042.0,-28.0,274.0,-28,274,-0.20000000000000018,-0.8299999999999992,0.0,3.0
70,2026-06-27,Fase de grupos,J,Jordânia,Argentina,30,4,True,1.0,3.0,-2.0,4.0,16,0.0,10,-10.700000000000003,131.10000000000002,-1.0099999999999998,10.11,-2.09,12.31,-0.9699999999999998,10.850000000000001,-0.5,11.5,-0.3600000000000012,17.740000000000002,1.2000000000000002,14.8,-5.0,11.0,-1.0,9.0,-0.39615384615384563,12.85,-0.4722222222222223,14.583333333333332,-0.865384615384615,16.442307692307693,-0.2727272727272734,17.727272727272727,-10.653846153846153,88.03846153846155,-188,2378,-277.0,2289.0,-105.0,351.0,-136,320,-1.3600000000000003,0.6199999999999992,-4.0,2.0
71,2026-06-27,Fase de grupos,K,Colômbia,Portugal,13,38,True,0.0,0.0,0.0,0.0,16,0.0,11,-3.299999999999997,138.89999999999998,-0.8399999999999999,10.9,-0.9199999999999999,13.72,0.040000000000000036,11.96,0.5999999999999996,11.66,-0.23000000000000043,17.53,0.0,16.0,-1.2000000000000002,14.8,0.0,13.6,-0.3192307692307699,12.934615384615384,-0.33888888888888946,14.483333333333334,-0.5769230769230758,16.384615384615383,-0.2727272727272734,17.727272727272727,-4.57692307692308,87.11538461538461,-119,2265,-119.0,2265.0,-152.0,376.0,-152,376,-0.9299999999999997,-0.1299999999999999,-1.2000000000000002,0.0
72,2026-06-27,Fase de grupos,K,RD Congo,Uzbequistão,39,47,True,3.0,1.0,2.0,4.0,16,0.0,11,1.1000000000000014,120.9,0.1299999999999999,9.39,-0.29000000000000004,11.469999999999999,0.6399999999999997,9.96,0.16000000000000014,9.7,-0.41000000000000014,16.51,3.0,13.0,0.0,8.0,1.0,9.0,-0.523076923076923,11.930769230769231,-0.6444444444444448,13.466666666666665,0.0,15.576923076923077,0.2727272727272734,17.727272727272727,-7.076923076923077,70.3076923076923,-166,1810,-184.0,1828.0,-42.0,204.0,-39,201,0.09999999999999964,-0.6699999999999999,1.0,0.0
73,2026-06-28,16 avos de final,,África do Sul,Canadá,0,11,True,0.0,1.0,-1.0,1.0,17,1.0,0,-7.700000000000003,126.3,-0.7199999999999998,10.54,0.1299999999999999,13.309999999999999,-0.8999999999999995,9.7,-0.2699999999999996,10.93,-1.2800000000000002,15.719999999999999,-1.0,17.0,-1.0,9.0,-3.0,13.0,0.0,12.453846153846154,0.049999999999998934,14.061111111111112,-0.1538461538461542,15.73076923076923,-0.2727272727272734,17.727272727272727,0.0384615384615401,77.34615384615384,-439,1571,1.0,2011.0,-17.0,263.0,-72,208,-0.3899999999999997,1.2299999999999995,0.0,4.0
74,2026-06-29,16 avos de final,,Alemanha,Paraguai,1,37,True,1.0,1.0,0.0,2.0,18,1.0,0,9.799999999999997,129.2,0.5899999999999999,9.25,0.7600000000000007,12.54,0.71,11.350000000000001,1.7000000000000002,10.899999999999999,0.4300000000000006,16.03,0.0,16.0,4.0,12.0,3.0,13.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,155,1629,0.0,2012.0,0.0,246.0,60,170,-0.40000000000000036,-1.7000000000000002,4.0,-3.0
75,2026-06-29,16 avos de final,,Países Baixos,Marrocos,35,31,True,1.0,1.0,0.0,2.0,18,1.0,0,5.599999999999994,132.6,0.8999999999999995,10.120000000000001,0.27000000000000046,11.89,1.0100000000000007,11.370000000000001,-0.6300000000000008,11.83,0.41999999999999993,16.119999999999997,-1.2000000000000002,14.8,3.0,13.0,1.7999999999999998,11.8,0.3538461538461535,12.807692307692307,0.2777777777777777,14.38888888888889,0.9807692307692317,16.557692307692307,0.2727272727272734,17.727272727272727,-3.7307692307692335,73.65384615384616,155,1663,-97.0,1915.0,39.0,285.0,55,269,0.33000000000000007,-1.58,1.7999999999999998,-3.0
76,2026-06-29,16 avos de final,,Brasil,Japão,9,29,True,2.0,1.0,1.0,3.0,18,1.0,0,0.30000000000001137,135.5,0.4299999999999997,10.59,-0.9199999999999999,13.76,0.1800000000000006,10.7,1.17,11.63,0.2699999999999996,16.53,0.0,16.0,1.2000000000000002,14.8,0.40000000000000036,14.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,109,1819,0.0,2012.0,0.0,246.0,39,279,0.25,-0.3600000000000003,0.40000000000000036,-1.2000000000000002
77,2026-06-30,16 avos de final,,França,Suécia,23,41,False,,,,,19,1.0,0,5.0,122.6,0.5800000000000001,10.22,0.6200000000000001,11.64,0.6099999999999994,9.93,0.5699999999999994,10.969999999999999,0.8600000000000003,15.280000000000001,3.0,13.0,-1.7999999999999998,11.8,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,269,1395,0.0,2012.0,0.0,246.0,34,178,0.7400000000000002,-0.4499999999999993,-1.7999999999999998,0.0
78,2026-06-30,16 avos de final,,Costa do Marfim,Noruega,15,33,True,1.0,2.0,-1.0,3.0,19,1.0,0,-1.0999999999999943,127.5,-0.019999999999999574,10.08,0.4899999999999993,12.370000000000001,-0.009999999999999787,10.61,-0.9699999999999998,11.57,-0.23000000000000043,15.93,1.2000000000000002,14.8,0.0,10.0,1.7999999999999998,11.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-79,1587,0.0,2012.0,0.0,246.0,-41,213,-0.27999999999999936,-0.25,1.7999999999999998,0.0
79,2026-06-30,16 avos de final,,México,Equador,32,19,False,,,,,19,1.0,0,6.000000000000007,129.8,0.3700000000000001,9.649999999999999,0.3700000000000001,11.190000000000001,0.9500000000000002,12.27,1.0999999999999996,10.76,0.9900000000000002,17.049999999999997,-1.0,17.0,-1.7999999999999998,11.8,-1.2000000000000002,14.8,0.15769230769230802,12.611538461538462,0.13888888888888928,14.25,-0.3076923076923075,15.26923076923077,-0.545454545454545,16.909090909090907,10.115384615384613,87.5,453,2085,263.0,2275.0,0.0,246.0,27,219,-0.6500000000000004,-1.9700000000000006,0.0,3.0
80,2026-07-01,16 avos de final,,Inglaterra,RD Congo,26,39,False,,,,,20,1.0,0,6.200000000000003,128.2,0.7300000000000004,10.25,0.7000000000000002,11.879999999999999,-0.2400000000000002,10.36,1.5700000000000003,11.43,0.11999999999999922,16.22,0.0,16.0,4.0,12.0,1.7999999999999998,11.8,0.523076923076923,11.930769230769231,0.6444444444444448,13.466666666666665,0.0,15.576923076923077,-0.2727272727272734,17.727272727272727,7.076923076923077,70.3076923076923,47,1691,184.0,1828.0,42.0,204.0,72,234,0.1900000000000004,-0.2999999999999998,2.8,-3.0
81,2026-07-01,16 avos de final,,Estados Unidos,Bósnia e Herzegovina,22,8,False,,,,,20,1.0,0,16.0,126.0,1.71,10.23,2.08,11.68,1.2000000000000002,11.14,0.9600000000000009,10.5,1.0,16.02,3.0,13.0,2.8,10.8,5.0,11.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,364,1654,0.0,2012.0,0.0,246.0,34,228,1.0,-1.9100000000000001,4.0,-3.8
82,2026-07-01,16 avos de final,,Bélgica,Senegal,7,40,False,,,,,20,1.0,0,3.799999999999997,135.8,0.03000000000000025,10.809999999999999,0.4800000000000004,13.42,0.39000000000000057,10.83,0.16000000000000014,11.9,0.15000000000000036,17.33,-3.0,13.0,3.0,13.0,-1.7999999999999998,11.8,0.16538461538461569,12.288461538461538,0.18333333333333268,13.927777777777777,-0.7884615384615383,16.365384615384613,-0.2727272727272734,17.727272727272727,-1.6153846153846132,79.0,69,2165,-42.0,2054.0,-11.0,257.0,80,348,0.20000000000000018,-0.22000000000000064,0.0,-1.2000000000000002
83,2026-07-02,16 avos de final,,Portugal,Croácia,38,16,False,,,,,21,1.0,0,2.8999999999999915,139.3,0.7199999999999998,11.02,0.5200000000000005,14.120000000000001,0.21999999999999975,11.7,-0.54,11.600000000000001,0.0,17.76,3.0,13.0,0.0,16.0,1.7999999999999998,11.8,0.40000000000000036,12.853846153846154,0.35555555555555607,14.466666666666667,0.6923076923076916,16.269230769230766,0.2727272727272734,17.727272727272727,7.153846153846153,84.53846153846155,0,2384,186.0,2198.0,141.0,387.0,108,420,0.1299999999999999,-0.8099999999999996,-1.2000000000000002,-3.0
84,2026-07-02,16 avos de final,,Espanha,Áustria,21,6,False,,,,,21,1.0,0,1.3000000000000114,136.5,0.8099999999999996,10.77,0.9100000000000001,13.91,-0.5700000000000003,10.43,1.2000000000000002,11.940000000000001,-0.6600000000000001,16.48,-1.0,17.0,4.0,14.0,0.0,16.0,-0.05769230769230749,12.51153846153846,-0.13888888888888928,14.25,-0.6730769230769234,16.25,-0.2727272727272734,17.727272727272727,-1.1538461538461533,78.53846153846155,-262,1810,-30.0,2042.0,-28.0,274.0,-31,271,0.29000000000000004,0.05000000000000071,3.0,-1.0
85,2026-07-02,16 avos de final,,Suíça,Argélia,42,3,False,,,,,21,1.0,0,5.299999999999997,134.89999999999998,0.2999999999999998,10.899999999999999,0.6500000000000004,12.67,0.0,11.62,0.6299999999999999,10.23,0.8499999999999996,16.869999999999997,1.7999999999999998,11.8,0.0,10.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,371,1989,0.0,2012.0,0.0,246.0,8,254,-0.20999999999999996,-0.5099999999999998,0.0,0.0
86,2026-07-03,16 avos de final,,Argentina,Cabo Verde,4,10,False,,,,,22,1.0,0,11.600000000000009,130.2,1.2599999999999998,9.86,1.5200000000000005,12.879999999999999,0.8399999999999999,10.98,0.2999999999999998,11.7,0.9100000000000001,17.19,-1.2000000000000002,14.8,4.0,12.0,0.0,10.0,0.9461538461538463,12.299999999999999,1.2722222222222221,13.783333333333333,1.9038461538461533,15.403846153846153,1.3636363636363633,16.636363636363637,16.384615384615387,82.3076923076923,426,2140,426.0,2140.0,151.0,305.0,151,305,0.4899999999999993,-1.6100000000000003,1.0,-3.0
87,2026-07-03,16 avos de final,,Colômbia,Gana,13,24,False,,,,,22,1.0,0,11.699999999999996,123.9,0.47000000000000064,9.59,0.7700000000000005,12.030000000000001,1.4900000000000002,10.51,1.2000000000000002,11.059999999999999,1.3000000000000007,16.0,1.2000000000000002,14.8,2.8,10.8,2.8,10.8,0.08076923076923048,12.534615384615385,0.016666666666666607,14.127777777777776,0.11538461538461586,15.692307692307693,0.0,17.454545454545453,2.576923076923073,79.96153846153845,473,1673,67.0,2079.0,-11.0,235.0,43,181,0.5200000000000005,-1.4400000000000004,2.8,-2.8
88,2026-07-03,16 avos de final,,Austrália,Egito,5,18,False,,,,,22,1.0,0,1.5,120.3,0.1200000000000001,9.7,0.34000000000000075,10.54,0.17999999999999972,9.84,0.7800000000000002,10.68,-0.23000000000000043,16.09,1.2000000000000002,14.8,-1.0,9.0,0.0,10.0,-0.7653846153846153,11.688461538461539,-0.7111111111111104,13.4,-0.38461538461538414,15.192307692307693,0.0,17.454545454545453,-8.653846153846153,68.73076923076923,-83,1645,-225.0,1787.0,-48.0,198.0,-57,207,0.08000000000000007,-0.21999999999999975,0.0,1.0
