jogo,data,fase,grupo,rodadaGrupo,equipe1,equipe2,xg1_modelo,xg2_modelo,placar_previsto,placar_modal_bruto,metodo_placar,criterio_resultado_modelado,gols1_previsto,gols2_previsto,vencedor_previsto,prob_vitoria_equipe1,prob_empate,prob_vitoria_equipe2,prob_decisao_penaltis,confianca_modelo,peso_rede_neural,validacoes_anteriores_usadas,interacoes_monte_carlo,feature_rating_diff,feature_base_rating_diff,feature_attack_vs_defense,feature_defense_vs_attack,feature_midfield_diff,feature_goalkeeper_diff,feature_experience_diff,feature_league_diff,feature_player_quality_diff,feature_intensity_diff,feature_possession_diff,feature_pressing_diff,feature_momentum_diff,feature_performance_memory_diff,feature_offensive_form_diff,feature_defensive_form_diff,feature_offensive_form_equipe1,feature_offensive_form_equipe2,feature_defensive_form_equipe1,feature_defensive_form_equipe2,feature_schedule_strength_diff,feature_opponent_adjusted_points_diff,feature_goals_for_rate_diff,feature_goals_against_rate_diff,feature_opponent_weighted_goals_for_diff,feature_opponent_weighted_goals_against_diff,feature_weighted_goals_for_rate_diff,feature_adjusted_goals_against_rate_diff,feature_weighted_goals_for_rate_equipe1,feature_weighted_goals_for_rate_equipe2,feature_adjusted_goals_against_rate_equipe1,feature_adjusted_goals_against_rate_equipe2,feature_rest_diff,feature_host_diff,feature_knockout,feature_round_group,placar_regular_previsto,decisao_penaltis,placar_penaltis,prob_penaltis_equipe1,vencedor_pos_penaltis,criterio_vencedor,status_previsao,usa_desempenho_copa,origem_confronto,precisa_recalculo,possui_real,placar_real,vencedor_real
39,2026-06-21,Fase de grupos,G,2.0,Bélgica,Irã,1.372,0.967,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Bélgica,0.4864,0.2614,0.2522,0.0,média,0.049,38,12000,10.9134,11.07,-0.09,0.99,0.85,0.46,-0.17,33.3636,11.7656,0.0,4.0,2.0,-0.0252,0.0133,-0.3816,0.2452,-0.0886,0.293,-0.0615,-0.3067,-2.44,-0.0407,-1.0,-1.0,-1.023,-0.9769,-1.023,-0.9769,0.9875,2.0105,1.0127,1.9896,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
40,2026-06-21,Fase de grupos,G,2.0,Nova Zelândia,Egito,1.136,1.242,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Egito,0.3607,0.2666,0.3727,0.0,baixa,0.049,39,12000,2.27,2.44,-0.21,0.4,0.56,-0.02,0.0,8.3636,2.9917,-1.8,-2.0,-2.0,-0.0226,0.0133,0.2353,-0.3971,0.3067,0.0714,-0.2931,0.104,-11.07,-0.1845,1.0,1.0,0.8225,1.1538,0.8225,1.1538,1.9889,1.1665,2.0111,0.8573,0.0,0.0,0.0,2.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-3,Egito
41,2026-06-22,Fase de grupos,I,2.0,Noruega,Senegal,1.477,1.151,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Noruega,0.4188,0.2464,0.3348,0.0,baixa,0.05,40,12000,0.1908,-0.98,-0.17,-0.08,-0.53,0.4,-0.51,0.9091,0.0361,-1.2,0.0,-1.8,1.1123,0.0245,0.5971,0.4429,0.56,-0.0371,-0.0596,-0.5026,-10.06,3.0155,3.0,-2.0,2.6813,-1.644,2.6813,-1.644,3.793,1.1117,1.0546,2.6985,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Noruega
42,2026-06-22,Fase de grupos,I,2.0,França,Iraque,1.859,0.795,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,França,0.646,0.2128,0.1411,0.0,alta,0.051,41,12000,11.2684,10.06,0.67,0.72,1.09,0.04,-0.08,25.0909,11.3344,1.2,1.0,0.0,1.1124,0.0282,0.4979,0.5975,0.56,0.0621,0.0375,-0.56,0.98,3.5995,2.0,-3.0,2.2899,-2.7556,2.2899,-2.7556,3.3885,1.0986,0.8854,3.641,0.0,0.0,0.0,2.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-0,França
43,2026-06-22,Fase de grupos,J,2.0,Argentina,Áustria,1.449,0.968,2-1,1-0,representativo_probabilistico,maior_probabilidade,2,1,Argentina,0.4625,0.2967,0.2408,0.0,baixa,0.051,42,12000,4.0578,3.72,0.06,0.93,0.7,0.63,0.48,3.0909,3.66,-2.2,3.0,-3.0,0.0142,0.0145,0.0813,0.3523,0.56,0.4787,0.2839,-0.0685,8.45,0.4225,0.0,-1.0,0.4182,-1.0447,0.4182,-1.0447,3.2898,2.8716,0.0,1.0447,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,Argentina
44,2026-06-22,Fase de grupos,J,2.0,Jordânia,Argélia,1.003,1.415,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Argélia,0.2596,0.2576,0.4828,0.0,média,0.052,43,12000,-8.1506,-8.45,-1.26,-0.36,-0.9,0.7,0.68,-27.4545,-8.0639,3.0,-2.0,-1.0,0.0153,0.0145,0.3793,-0.0016,0.0728,-0.3065,-0.45,-0.4483,-3.72,0.0,1.0,0.0,1.1114,0.1726,1.1114,0.1726,1.1114,0.0,2.6993,2.5267,0.0,0.0,0.0,2.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-2,Argélia
45,2026-06-23,Fase de grupos,L,2.0,Inglaterra,Gana,1.498,1.011,2-1,1-0,representativo_probabilistico,maior_probabilidade,2,1,Inglaterra,0.4681,0.2941,0.2378,0.0,baixa,0.053,44,12000,9.3553,9.47,0.98,0.5,0.66,1.57,0.82,2.6364,11.4856,1.2,4.0,2.8,-0.0091,0.0245,0.4935,-0.6075,0.56,0.0665,-0.2336,0.3739,3.13,0.1565,3.0,2.0,3.4355,1.7656,3.4355,1.7656,4.531,1.0955,1.7656,0.0,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
46,2026-06-23,Fase de grupos,L,2.0,Panamá,Croácia,1.104,1.237,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Croácia,0.3077,0.2743,0.418,0.0,baixa,0.053,45,12000,-3.2659,-3.13,-0.62,0.96,0.5,-0.24,0.63,-21.2727,-3.0528,3.0,-5.0,-2.0,-0.0097,0.0245,-0.6403,0.4991,-0.3372,0.3031,-0.0609,-0.56,-9.47,0.0,-2.0,-3.0,-2.2989,-2.4678,-2.2989,-2.4678,0.0,2.2989,1.0121,3.4799,0.0,0.0,0.0,2.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Croácia
47,2026-06-23,Fase de grupos,K,2.0,Portugal,Uzbequistão,1.669,0.793,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Portugal,0.6026,0.2318,0.1655,0.0,alta,0.054,46,12000,14.9535,14.75,1.21,1.33,1.44,0.76,0.42,31.0,14.1911,3.0,4.0,2.8,0.326,0.013,-0.1669,0.3873,-0.0862,0.0807,-0.0524,-0.4397,-5.11,1.1205,0.0,-2.0,-0.0736,-1.734,-0.0736,-1.734,1.0389,1.1125,0.9626,2.6966,0.0,0.0,0.0,2.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,5-0,Portugal
48,2026-06-23,Fase de grupos,K,2.0,Colômbia,RD Congo,1.274,0.98,2-1,1-1,representativo_condicional,maior_probabilidade,2,1,Colômbia,0.4361,0.2677,0.2962,0.0,baixa,0.054,47,12000,5.4651,5.11,-0.27,1.24,0.81,1.2,0.6,-2.4545,5.6617,0.0,2.8,1.8,0.6984,0.0143,0.4032,-0.173,0.4703,0.0671,-0.075,0.098,-14.75,1.7898,2.0,0.0,1.6837,0.2073,1.6837,0.2073,2.8845,1.2008,1.04,0.8328,0.0,0.0,0.0,2.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-0,Colômbia
49,2026-06-24,Fase de grupos,C,3.0,Escócia,Brasil,0.965,1.212,0-1,0-1,representativo_condicional,maior_probabilidade,0,1,Brasil,0.2743,0.2707,0.455,0.0,baixa,0.055,48,12000,0.0108,0.86,-0.27,0.41,0.75,0.03,0.13,0.9091,-0.3356,0.0,-4.0,-2.2,-0.7125,-0.0277,-0.8663,-0.1244,-0.4175,0.4488,0.1161,0.2405,0.1672,-1.1381,-1.5,0.0,-3.0811,-0.0004,-1.5405,-0.0002,0.5097,2.0503,0.4751,0.4753,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-3,Brasil
50,2026-06-24,Fase de grupos,C,3.0,Marrocos,Haiti,1.396,0.748,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Marrocos,0.5559,0.2598,0.1843,0.0,média,0.056,49,12000,5.9539,4.31,-0.42,0.29,1.45,-0.47,0.24,6.7273,4.1756,0.0,2.0,2.0,1.3553,0.0275,0.5346,0.8009,0.0699,-0.4647,0.439,-0.3619,0.2291,4.9512,1.0,-1.5,2.2981,-2.6147,1.149,-1.3074,1.149,0.0,0.4339,1.7413,0.0,0.0,0.0,3.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,4-2,Marrocos
51,2026-06-24,Fase de grupos,B,3.0,Suíça,Canadá,1.296,1.267,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Canadá,0.3549,0.2473,0.3977,0.0,baixa,0.056,50,12000,3.0465,3.33,0.3,0.18,0.07,-0.17,0.36,0.7273,6.9317,-2.2,0.0,-3.0,-0.0209,-0.0091,0.0145,-0.3923,0.5252,0.5108,-0.0586,0.3337,0.0415,-0.1738,-1.0,0.5,-2.5356,0.9238,-1.2678,0.4619,2.4532,3.721,0.9854,0.5235,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Suíça
52,2026-06-24,Fase de grupos,B,3.0,Bósnia e Herzegovina,Catar,1.136,1.345,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Catar,0.3045,0.2539,0.4417,0.0,baixa,0.057,51,12000,-4.8704,-5.34,-1.03,-0.41,-1.28,-1.0,-2.07,22.6364,-7.2272,0.0,-4.0,-2.0,0.0452,0.0223,0.4718,0.0204,0.0958,-0.3761,-0.5011,-0.5215,0.0392,-0.0555,0.5,-1.0,1.1412,-1.8371,0.5706,-0.9186,1.1599,0.5893,2.1365,3.0551,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-1,Bósnia e Herzegovina
53,2026-06-24,Fase de grupos,A,3.0,Tchéquia,México,0.631,1.406,0-1,0-1,representativo_probabilistico,maior_probabilidade,0,1,México,0.2147,0.2547,0.5306,0.0,média,0.058,52,12000,-5.9429,-4.51,-1.62,0.33,-0.04,-0.83,-1.12,2.7273,-4.4772,0.0,-1.0,-1.8,-1.4048,-0.0358,-0.1789,-0.5989,-0.1049,0.0739,-0.1499,0.449,-0.4424,-5.5896,-0.5,1.5,-0.9825,2.8532,-0.4912,1.4266,1.0333,1.5246,1.4266,0.0,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-3,México
54,2026-06-24,Fase de grupos,A,3.0,África do Sul,Coreia do Sul,0.922,1.445,1-2,0-1,representativo_condicional,maior_probabilidade,1,2,Coreia do Sul,0.2278,0.2604,0.5118,0.0,média,0.058,53,12000,-10.6482,-10.2,0.0,-0.7,-0.07,-0.87,-1.28,-16.5455,-12.5911,0.0,-1.0,-1.8,-0.2492,-0.0021,-0.0181,-0.0678,-0.155,-0.1369,-0.0108,0.0571,-0.4247,-2.2172,-0.5,0.5,-1.0463,0.9222,-0.5231,0.4611,0.5189,1.0421,1.3956,0.9345,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-0,África do Sul
55,2026-06-25,Fase de grupos,E,3.0,Curaçao,Costa do Marfim,0.932,1.437,1-2,0-1,representativo_condicional,maior_probabilidade,1,2,Costa do Marfim,0.2303,0.2506,0.5191,0.0,média,0.059,54,12000,-4.7735,-4.09,-0.51,-0.33,0.18,0.53,-0.27,-7.0909,-5.0883,-3.0,-2.0,-3.8,-0.2923,-0.0358,-0.2597,-0.0113,-0.2601,-0.0004,-0.024,-0.0127,-0.4934,-2.2365,-0.5,2.5,-1.0346,4.446,-0.5173,2.223,0.5636,1.0809,3.1051,0.8821,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-2,Costa do Marfim
56,2026-06-25,Fase de grupos,E,3.0,Equador,Alemanha,0.632,1.423,0-1,0-1,representativo_probabilistico,maior_probabilidade,0,1,Alemanha,0.1657,0.2558,0.5785,0.0,média,0.059,55,12000,-8.7658,-7.31,-1.39,0.74,-1.24,-1.47,-0.2,-6.5455,-7.8644,1.0,-1.2,0.0,-1.38,-0.0281,-1.1397,0.3375,-0.5313,0.6083,0.2999,-0.0376,-0.487,-5.6192,-4.5,-0.5,-9.2283,-0.9848,-4.6142,-0.4924,0.0,4.6142,0.4668,0.9592,0.0,0.0,0.0,3.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Equador
57,2026-06-25,Fase de grupos,F,3.0,Japão,Suécia,1.664,1.057,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Japão,0.5448,0.2285,0.2267,0.0,média,0.06,56,12000,6.7551,5.97,0.42,0.44,1.83,0.03,0.92,-3.7273,6.0611,3.0,0.0,1.8,0.6464,0.006,0.4509,0.6619,0.7974,0.3465,0.088,-0.5739,-0.2539,1.2113,0.0,-2.0,0.1952,-3.6404,0.0976,-1.8202,3.0376,2.94,0.8591,2.6793,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Empate
58,2026-06-25,Fase de grupos,F,3.0,Tunísia,Países Baixos,0.559,1.982,0-2,0-2,representativo_probabilistico,maior_probabilidade,0,2,Países Baixos,0.0884,0.1831,0.7285,0.0,alta,0.061,57,12000,-14.0551,-12.18,-2.1,-0.78,-0.73,-0.83,-0.82,-8.1818,-14.9317,0.0,-5.0,-2.8,-1.2897,-0.0486,-1.0026,-0.7658,-0.2587,0.7439,-0.9296,-0.1638,-0.2757,-4.5355,-3.0,3.0,-6.3765,5.6888,-3.1882,2.8444,0.5146,3.7029,4.2261,1.3817,0.0,0.0,0.0,3.0,0-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-3,Países Baixos
59,2026-06-25,Fase de grupos,D,3.0,Turquia,Estados Unidos,0.683,1.544,0-2,0-1,representativo_condicional,maior_probabilidade,0,2,Estados Unidos,0.1515,0.2363,0.6122,0.0,alta,0.061,58,12000,-4.4826,-2.2,-0.86,0.42,0.16,0.37,0.02,-3.7273,-3.39,0.0,0.0,-1.2,-1.7639,-0.0127,-1.1041,-0.471,-0.5765,0.5276,-0.2205,0.2505,-0.6533,-6.6097,-3.0,1.0,-6.0399,1.9246,-3.02,0.9623,0.0,3.02,1.4704,0.508,0.0,0.0,0.0,3.0,0-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Turquia
60,2026-06-25,Fase de grupos,D,3.0,Paraguai,Austrália,1.038,1.15,1-2,1-1,representativo_condicional,maior_probabilidade,1,2,Austrália,0.356,0.2761,0.368,0.0,baixa,0.062,59,12000,-2.3675,-2.14,-0.68,0.41,0.45,-1.13,-0.13,-6.0,-1.3117,0.0,0.0,0.0,0.4669,-0.008,0.1687,-0.0722,0.0735,-0.0951,0.0434,0.1156,-0.6259,-0.036,0.0,1.0,0.0552,1.6762,0.0276,0.8381,1.1634,1.1358,1.6678,0.8298,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
61,2026-06-26,Fase de grupos,I,3.0,Noruega,França,1.264,1.369,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,França,0.367,0.254,0.379,0.0,baixa,0.062,60,12000,0.4409,0.64,-0.22,-0.09,-0.19,0.5,0.01,0.6364,1.4028,-1.2,0.0,0.0,0.035,-0.0006,0.1879,-0.4857,0.8586,0.6707,-0.2511,0.2346,-0.0487,-0.0049,0.5,1.0,0.9449,1.9508,0.4725,0.9754,3.5804,3.1079,1.4181,0.4427,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-4,França
62,2026-06-26,Fase de grupos,I,3.0,Senegal,Iraque,1.646,1.038,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Senegal,0.4786,0.2982,0.2232,0.0,média,0.063,61,12000,11.7763,11.68,0.66,0.67,1.43,0.14,0.44,24.8182,12.7011,1.2,1.0,1.8,-0.0761,-0.0294,0.4464,-0.073,0.2382,-0.2082,-0.7279,-0.655,-0.0675,0.0,1.0,-0.5,2.223,-0.9069,1.1115,-0.4535,1.6608,0.5493,2.7068,3.1603,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,5-0,Senegal
63,2026-06-26,Fase de grupos,G,3.0,Egito,Irã,1.192,1.041,1-0,1-1,representativo_condicional,maior_probabilidade,1,0,Egito,0.3698,0.3275,0.3027,0.0,baixa,0.064,62,12000,-0.7237,-1.49,-0.72,0.21,-1.0,-0.62,-0.75,14.2727,-2.9417,1.8,1.0,2.0,0.7569,0.0373,0.6772,-0.1309,0.552,-0.1252,0.1035,0.2344,0.0941,2.168,1.0,0.0,2.1706,-0.1371,1.0853,-0.0686,2.0905,1.0052,0.9262,0.9948,0.0,0.0,0.0,3.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Empate
64,2026-06-26,Fase de grupos,G,3.0,Nova Zelândia,Bélgica,0.838,1.466,0-2,0-1,representativo_condicional,maior_probabilidade,0,2,Bélgica,0.2033,0.2443,0.5524,0.0,média,0.064,63,12000,-10.3634,-10.12,-0.99,-0.23,-1.29,-1.1,-0.58,-10.7273,-11.7156,0.0,-5.0,-2.0,-0.3404,-0.0199,0.5981,-0.9333,0.1682,-0.4299,-0.7014,0.2319,0.1008,-1.0412,1.0,2.0,1.9905,4.0317,0.9952,2.0159,1.489,0.4937,2.5222,0.5063,0.0,0.0,0.0,3.0,0-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-5,Bélgica
65,2026-06-26,Fase de grupos,H,3.0,Cabo Verde,Arábia Saudita,1.216,1.078,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Cabo Verde,0.4239,0.2724,0.3037,0.0,baixa,0.065,64,12000,0.0754,-0.94,-0.82,-0.1,-0.02,-0.27,-0.25,11.5455,-2.0467,0.0,-1.0,-1.8,0.401,0.0344,0.4928,0.5912,0.1605,-0.3322,0.0369,-0.5543,0.0487,1.2338,0.5,-1.5,1.0794,-2.4785,0.5397,-1.2392,1.0803,0.5406,0.9256,2.1649,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
66,2026-06-26,Fase de grupos,H,3.0,Uruguai,Espanha,0.947,1.445,1-2,0-1,representativo_condicional,maior_probabilidade,1,2,Espanha,0.2352,0.2497,0.5151,0.0,média,0.066,65,12000,-3.9377,-3.04,-0.19,-0.1,-0.89,-0.17,0.48,-4.9091,-4.1656,1.0,-4.0,0.0,-0.7518,-0.0353,-0.0856,-0.8037,0.2472,0.3328,-0.3413,0.4623,0.0561,-2.1599,-0.5,1.5,-1.1556,3.0149,-0.5778,1.5074,1.4938,2.0716,1.5074,0.0,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Espanha
67,2026-06-27,Fase de grupos,L,3.0,Panamá,Inglaterra,0.887,1.304,1-2,0-1,representativo_condicional,maior_probabilidade,1,2,Inglaterra,0.2353,0.2577,0.507,0.0,média,0.066,66,12000,-4.0776,-2.86,0.06,0.62,1.01,-0.67,1.34,-24.0909,-3.9728,0.0,-5.0,-3.8,-1.0186,-0.0342,-0.5305,-0.0962,-0.5816,-0.0511,0.0416,0.1378,-0.5012,-4.7485,-2.0,0.0,-4.531,0.1328,-2.2655,0.0664,0.0,2.2655,0.9492,0.8828,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-2,Inglaterra
68,2026-06-27,Fase de grupos,L,3.0,Croácia,Gana,1.262,0.89,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Croácia,0.4293,0.326,0.2447,0.0,baixa,0.067,67,12000,9.0542,9.74,0.64,1.18,1.17,1.14,1.53,-0.1818,10.5656,-1.8,4.0,1.0,0.0523,0.006,0.4143,-0.7572,0.1209,-0.2934,-0.0225,0.7347,-0.5118,-1.2554,1.0,2.0,2.2929,3.4799,1.1465,1.7399,1.6942,0.5478,1.7399,0.0,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Croácia
69,2026-06-27,Fase de grupos,J,3.0,Argélia,Áustria,1.147,1.174,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Argélia,0.3955,0.2641,0.3404,0.0,baixa,0.068,68,12000,-3.3482,-2.95,-0.2,0.83,-0.49,-0.57,-0.56,-1.8182,-4.5056,-4.0,0.0,-3.0,0.4574,0.0221,-0.0138,-0.1176,-0.0326,-0.0188,-0.2951,-0.1775,-0.6334,-0.0214,-0.5,0.5,-0.9669,0.8609,-0.4834,0.4305,0.9523,1.4358,1.7884,1.3579,0.0,0.0,0.0,3.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-3,Empate
70,2026-06-27,Fase de grupos,J,3.0,Jordânia,Argentina,0.469,1.903,0-2,0-1,representativo_probabilistico,maior_probabilidade,0,2,Argentina,0.077,0.18,0.743,0.0,alta,0.068,69,12000,-17.2347,-15.12,-1.36,-0.62,-2.09,-0.5,-0.36,-32.3636,-16.2294,1.2,-5.0,-1.0,-1.7338,-0.0615,-0.4982,-0.9616,0.0471,0.5454,-0.4612,0.5004,-0.6142,-7.1276,-1.5,2.5,-3.3242,4.5369,-1.6621,2.2684,1.0999,2.762,2.2684,0.0,0.0,0.0,0.0,3.0,0-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-3,Argentina
71,2026-06-27,Fase de grupos,K,3.0,Colômbia,Portugal,1.067,1.232,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Portugal,0.37,0.2552,0.3748,0.0,baixa,0.069,70,12000,-3.13,-3.48,-0.93,0.13,-0.92,0.6,-0.23,-5.0,-3.39,0.0,-1.2,0.0,0.469,0.012,-0.2553,0.0615,0.2478,0.5031,0.2463,0.1847,0.2637,2.2674,-1.0,0.0,-1.8987,0.0775,-0.9493,0.0387,1.9624,2.9117,0.52,0.4813,0.0,0.0,0.0,3.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-0,Empate
72,2026-06-27,Fase de grupos,K,3.0,RD Congo,Uzbequistão,1.468,0.883,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,RD Congo,0.5209,0.2669,0.2122,0.0,média,0.069,71,12000,7.0497,6.16,0.1,0.67,-0.29,0.16,-0.41,28.4545,5.1394,3.0,0.0,1.0,0.1865,0.0072,-0.053,0.9835,-0.2728,-0.2197,0.1333,-0.8502,0.3396,1.2637,0.0,-3.0,0.0883,-5.1411,0.0442,-2.5705,0.6004,0.5563,0.8636,3.4342,0.0,0.0,0.0,3.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-1,RD Congo
73,2026-06-28,16 avos de final,,0.0,África do Sul,Canadá,0.874,1.387,0-1,0-1,representativo_condicional,maior_probabilidade,0,1,Canadá,0.2632,0.2589,0.4779,0.1388,média,0.07,72,12000,-11.4685,-11.32,-0.39,-1.23,0.13,-0.27,-1.28,-23.9091,-12.9894,-1.0,-1.0,-3.0,0.6069,-0.0785,-0.4334,0.3876,-0.1084,0.325,0.4464,0.0587,0.5991,0.2142,-2.0,0.0,-6.4879,0.0545,-2.1626,0.0182,0.7126,2.8753,0.9304,0.9122,0.0,0.0,1.0,0.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,0-1,Canadá
74,2026-06-29,16 avos de final,,0.0,Alemanha,Paraguai,1.241,0.757,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Alemanha,0.4472,0.3467,0.2061,0.1972,baixa,0.071,73,12000,9.9452,9.59,-0.4,1.7,0.76,1.7,0.43,8.8182,11.0017,0.0,4.0,3.0,-0.0348,0.1247,0.6514,-0.758,0.349,-0.3024,-0.4021,0.3559,-4.7786,1.9572,2.6667,0.0,7.924,0.5387,2.6413,0.1796,3.4169,0.7756,1.2915,1.1119,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Paraguai
75,2026-06-29,16 avos de final,,0.0,Países Baixos,Marrocos,1.285,1.001,2-0,1-1,representativo_condicional,maior_probabilidade,2,0,Países Baixos,0.398,0.2617,0.3404,0.1402,baixa,0.071,74,12000,5.044,5.26,0.33,1.58,0.27,-0.63,0.42,2.9091,7.305,-1.2,3.0,1.8,-0.0716,0.0034,0.2174,-0.2012,0.8235,0.6061,-0.2472,-0.046,-4.0589,-0.5642,1.3333,0.3333,3.8585,0.9897,1.2862,0.3299,3.3969,2.1107,1.2802,0.9503,-1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Marrocos
76,2026-06-29,16 avos de final,,0.0,Brasil,Japão,1.349,0.899,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Brasil,0.4662,0.2989,0.2349,0.1609,baixa,0.072,75,12000,2.239,1.34,0.25,0.36,-0.92,1.17,0.27,3.0,1.4761,0.0,1.2,0.4,0.791,0.0551,0.4983,0.4143,0.8562,0.3579,0.4904,0.0761,1.843,2.6555,0.0,-0.6667,0.4142,-1.7388,0.1381,-0.5796,2.5064,2.3683,0.3168,0.8964,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Brasil
77,2026-06-30,16 avos de final,,0.0,França,Suécia,1.578,0.871,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,França,0.5716,0.2347,0.1937,0.1202,média,0.073,76,12000,6.0574,4.3,0.74,0.45,0.62,0.57,0.86,-0.8182,4.7167,3.0,-1.8,0.0,1.3578,0.085,0.7625,0.4592,1.0027,0.2402,0.253,-0.2063,-1.8874,5.8632,1.0,-1.6667,3.6539,-4.464,1.218,-1.488,3.5518,2.3338,0.5955,2.0834,-1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-0,França
