player_id,team,player_name,snapshot_at,temporal_status,recent_minutes,recent_goals,recent_assists,offensive_participation,defensive_performance,injury_status,physical_condition,source_dataset,age,club,club_country,position,national_team_caps,national_team_goals,league_strength_proxy,player_quality_proxy
croatia::livakovic_dominik,Croatia,LIVAKOVIC Dominik,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,GNK Dinamo Zagreb (CRO),CRO,GK,77,0,6.5,8.2
croatia::matanovic_igor,Croatia,MATANOVIC Igor,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,SC Freiburg (GER),GER,FW,10,2,9.0,5.3
croatia::modric_luka,Croatia,MODRIC Luka,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,40,AC Milan (ITA),ITA,MF,200,29,9.0,8.8
croatia::moro_nikola,Croatia,MORO Nikola,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,Bologna FC (ITA),ITA,MF,10,0,9.0,4.2
croatia::musa_petar,Croatia,MUSA Petar,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,FC Dallas (USA),USA,FW,13,2,7.5,5.0
croatia::pandur_ivor,Croatia,PANDUR Ivor,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,Hull City FC (ENG),ENG,GK,0,0,9.0,5.2
croatia::pasalic_marco,Croatia,PASALIC Marco,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Orlando City SC (USA),USA,FW,17,1,7.5,4.5
croatia::pasalic_mario,Croatia,PASALIC Mario,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,Atalanta Bergamo (ITA),ITA,MF,87,12,9.0,9.2
croatia::perisic_ivan,Croatia,PERISIC Ivan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,37,PSV Eindhoven (NED),NED,FW,156,38,7.5,7.7
croatia::pongracic_marin,Croatia,PONGRACIC Marin,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,ACF Fiorentina (ITA),ITA,DF,21,0,9.0,4.7
croatia::stanisic_josip,Croatia,STANISIC Josip,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,FC Bayern München (GER),GER,DF,33,0,9.0,5.2
croatia::sucic_luka,Croatia,SUCIC Luka,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,Real Sociedad (ESP),ESP,MF,22,1,9.0,5.2
croatia::sucic_petar,Croatia,SUCIC Petar,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,FC Internazionale Milano (ITA),ITA,MF,19,1,9.0,5.2
croatia::sutalo_josip,Croatia,SUTALO Josip,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,AFC Ajax (NED),NED,DF,35,0,7.5,4.9
croatia::vlasic_nikola,Croatia,VLASIC Nikola,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,Torino FC (ITA),ITA,MF,64,10,9.0,9.1
croatia::vuskovic_luka,Croatia,VUSKOVIC Luka,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,19,Hamburger SV (GER),GER,DF,6,1,9.0,5.9
curacao::antonisse_jeremy,Curaçao,ANTONISSE Jeremy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,AE Ki sia FC (GRE),GRE,FW,29,4,6.5,5.4
curacao::bacuna_juninho,Curaçao,BACUNA Juninho,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,FC Volendam (NED),NED,MF,53,14,7.5,8.2
curacao::bacuna_leandro,Curaçao,BACUNA Leandro,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,34,Iğdır FK (TUR),TUR,MF,75,16,7.5,8.6
curacao::bazoer_riechedly,Curaçao,BAZOER Riechedly,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,Konyaspor (TUR),TUR,DF,6,0,7.5,3.6
curacao::bodak_tyrick,Curaçao,BODAK Tyrick,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,SC Telstar (NED),NED,GK,4,0,7.5,4.8
curacao::brenet_joshua,Curaçao,BRENET Joshua,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,Kayserispor (TUR),TUR,DF,20,2,7.5,6.5
curacao::chong_tahith,Curaçao,CHONG Tahith,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,She eld United FC (ENG),ENG,MF,9,3,9.0,6.6
curacao::comenencia_livano,Curaçao,COMENENCIA Livano,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,FC Zürich (SUI),SUI,MF,23,3,7.5,6.3
curacao::doornbusch_trevor,Curaçao,DOORNBUSCH Trevor,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,VVV Venlo (NED),NED,GK,8,0,7.5,5.1
curacao::felida_kevin,Curaçao,FELIDA Kevin,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,FC Den Bosch (NED),NED,MF,19,1,7.5,5.1
curacao::floranus_sherel,Curaçao,FLORANUS Sherel,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,PEC Zwolle (NED),NED,DF,30,0,7.5,4.7
curacao::fonville_deveron,Curaçao,FONVILLE Deveron,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,NEC Nijmegen (NED),NED,DF,5,0,7.5,3.3
curacao::gaari_jurien,Curaçao,GAARI Jurien,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,Abha Club (KSA),KSA,DF,62,1,7.5,6.3
curacao::gorre_kenji,Curaçao,GORRE Kenji,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,Maccabi Haifa FC (ISR),ISR,FW,39,6,5.5,5.4
curacao::hansen_sontje,Curaçao,HANSEN Sontje,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,Middlesbrough FC (ENG),ENG,FW,7,1,9.0,5.1
curacao::kastaneer_gervane,Curaçao,KASTANEER Gervane,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,30,Terengganu FC (MAS),MAS,FW,32,9,5.5,6.3
curacao::kuwas_brandley,Curaçao,KUWAS Brandley,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,33,FC Volendam (NED),NED,FW,37,2,7.5,5.1
curacao::locadia_juergen,Curaçao,LOCADIA Juergen,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,Miami FC (USA),USA,FW,16,1,7.5,4.2
curacao::margaritha_jearl,Curaçao,MARGARITHA Jearl,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,SK Beveren (BEL),BEL,FW,24,5,7.5,5.9
curacao::martha_arjany,Curaçao,MARTHA Arjany,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,Rotherham United FC (ENG),ENG,MF,9,2,9.0,6.3
curacao::noslin_tyrese,Curaçao,NOSLIN Tyrese,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,SC Telstar (NED),NED,FW,8,1,7.5,4.3
curacao::obispo_armando,Curaçao,OBISPO Armando,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,PSV Eindhoven (NED),NED,DF,9,0,7.5,3.8
curacao::roemeratoe_godfried,Curaçao,ROEMERATOE Godfried,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,RKC Waalwijk (NED),NED,MF,30,1,7.5,5.2
curacao::room_eloy,Curaçao,ROOM Eloy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,37,Miami FC (USA),USA,GK,75,0,7.5,7.6
curacao::sambo_shurandy,Curaçao,SAMBO Shurandy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,Sparta Rotterdam (NED),NED,DF,9,0,7.5,3.8
curacao::van_eijma_roshon,Curaçao,VAN EIJMA Roshon,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,RKC Waalwijk (NED),NED,DF,29,1,7.5,5.7
czechia::cerv_lukas,Czechia,CERV Lukas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,FC Viktoria Plzeň (CZE),CZE,MF,19,2,6.5,5.7
czechia::chaloupek_stepan,Czechia,CHALOUPEK Stepan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,SK Slavia Praha (CZE),CZE,DF,6,0,6.5,3.1
czechia::chory_tomas,Czechia,CHORY Tomas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,SK Slavia Praha (CZE),CZE,FW,24,7,6.5,6.0
czechia::chytil_mojmir,Czechia,CHYTIL Mojmir,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,SK Slavia Praha (CZE),CZE,FW,23,6,6.5,6.0
czechia::coufal_vladimir,Czechia,COUFAL Vladimir,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,33,TSG Hoffenheim (GER),GER,DF,65,2,9.0,7.3
czechia::darida_vladimir,Czechia,DARIDA Vladimir,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,35,FC Hradec Králové (CZE),CZE,MF,80,8,6.5,7.7
czechia::doudera_david,Czechia,DOUDERA David,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,SK Slavia Praha (CZE),CZE,DF,18,2,6.5,6.4
czechia::hlozek_adam,Czechia,HLOZEK Adam,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,TSG Hoffenheim (GER),GER,FW,46,5,9.0,6.2
czechia::holes_tomas,Czechia,HOLES Tomas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,33,SK Slavia Praha (CZE),CZE,DF,43,2,6.5,6.2
czechia::hornicek_lukas,Czechia,HORNICEK Lukas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,SC Braga (POR),POR,GK,1,0,7.5,4.3
czechia::hranac_robin,Czechia,HRANAC Robin,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,TSG Hoffenheim (GER),GER,DF,17,1,9.0,6.3
czechia::jurasek_david,Czechia,JURASEK David,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,SK Slavia Praha (CZE),CZE,DF,18,1,6.5,5.6
czechia::kovar_matej,Czechia,KOVAR Matej,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,PSV Eindhoven (NED),NED,GK,23,0,7.5,5.9
czechia::krejci_ladislav,Czechia,KREJCI Ladislav,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,Wolverhampton Wanderers FC (ENG),ENG,DF,30,6,9.0,7.6
czechia::kuchta_jan,Czechia,KUCHTA Jan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,AC Sparta Praha (CZE),CZE,FW,31,3,6.5,5.2
czechia::provod_lukas,Czechia,PROVOD Lukas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,SK Slavia Praha (CZE),CZE,MF,41,3,6.5,6.1
czechia::sadilek_michal,Czechia,SADILEK Michal,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,SK Slavia Praha (CZE),CZE,MF,38,2,6.5,5.7
czechia::schick_patrik,Czechia,SCHICK Patrik,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,30,Bayer 04 Leverkusen (GER),GER,FW,56,26,9.0,8.7
czechia::sochurek_hugo,Czechia,SOCHUREK Hugo,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,18,AC Sparta Praha (CZE),CZE,MF,1,0,6.5,2.6
czechia::sojka_alexandr,Czechia,SOJKA Alexandr,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,FC Viktoria Plzeň (CZE),CZE,MF,5,0,6.5,3.0
czechia::soucek_tomas,Czechia,SOUCEK Tomas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,West Ham United FC (ENG),ENG,MF,93,17,9.0,9.4
czechia::stanek_jindrich,Czechia,STANEK Jindrich,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,30,SK Slavia Praha (CZE),CZE,GK,14,0,6.5,5.1
czechia::sulc_pavel,Czechia,SULC Pavel,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Olympique Lyonnais (FRA),FRA,FW,24,5,9.0,6.3
czechia::visinsky_denis,Czechia,VISINSKY Denis,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,FC Viktoria Plzeň (CZE),CZE,FW,3,1,6.5,5.3
czechia::zeleny_jaroslav,Czechia,ZELENY Jaroslav,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,33,AC Sparta Praha (CZE),CZE,DF,25,0,6.5,3.9
czechia::zima_david,Czechia,ZIMA David,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,SK Slavia Praha (CZE),CZE,DF,26,1,6.5,5.5
cote_d'ivoire::adingra_simon,Côte D'Ivoire,ADINGRA Simon,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,AS Monaco (FRA),FRA,FW,30,5,9.0,6.3
cote_d'ivoire::agbadou_emmanuel,Côte D'Ivoire,AGBADOU Emmanuel,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,Beşiktaş JK (TUR),TUR,DF,23,2,7.5,6.9
cote_d'ivoire::bonny_ange-yoan,Côte D'Ivoire,BONNY Ange-Yoan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,FC Internazionale Milano (ITA),ITA,FW,4,0,9.0,3.6
cote_d'ivoire::diakite_oumar,Côte D'Ivoire,DIAKITE Oumar,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,Cercle Brugge (BEL),BEL,FW,30,6,7.5,5.8
cote_d'ivoire::diallo_amad,Côte D'Ivoire,DIALLO Amad,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,Manchester United FC (ENG),ENG,FW,22,7,9.0,6.7
cote_d'ivoire::diomande_ousmane,Côte D'Ivoire,DIOMANDE Ousmane,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,Sporting CP (POR),POR,DF,17,1,7.5,5.7
cote_d'ivoire::diomande_yan,Côte D'Ivoire,DIOMANDE Yan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,19,RB Leipzig (GER),GER,FW,13,3,9.0,5.4
cote_d'ivoire::doue_guela,Côte D'Ivoire,DOUE Guela,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,RC Strasbourg (FRA),FRA,DF,23,3,9.0,7.0
cote_d'ivoire::fofana_seko,Côte D'Ivoire,FOFANA Seko,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,FC Porto (POR),POR,MF,34,7,7.5,7.1
cote_d'ivoire::fofana_yahia,Côte D'Ivoire,FOFANA Yahia,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Çaykur Rizespor (TUR),TUR,GK,39,0,7.5,6.8
cote_d'ivoire::guessand_evann,Côte D'Ivoire,GUESSAND Evann,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,Crystal Palace FC (ENG),ENG,FW,22,4,9.0,6.0
cote_d'ivoire::guiagon_parfait,Côte D'Ivoire,GUIAGON Parfait,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Sporting Charleroi (BEL),BEL,MF,5,0,7.5,3.6
cote_d'ivoire::kessie_franck,Côte D'Ivoire,KESSIE Franck,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,Al Ahli FC (KSA),KSA,MF,107,16,7.5,9.4
cote_d'ivoire::konan_ghislain,Côte D'Ivoire,KONAN Ghislain,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,30,Gil Vicente FC (POR),POR,DF,56,0,7.5,5.8
cote_d'ivoire::kone_mohamed,Côte D'Ivoire,KONE Mohamed,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,Sporting Charleroi (BEL),BEL,GK,0,0,7.5,4.6
cote_d'ivoire::kossounou_odilon,Côte D'Ivoire,KOSSOUNOU Odilon,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Atalanta Bergamo (ITA),ITA,DF,39,0,9.0,5.5
cote_d'ivoire::lafont_alban,Côte D'Ivoire,LAFONT Alban,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,Panathinaikos FC (GRE),GRE,GK,4,0,6.5,4.5
cote_d'ivoire::ndicka_evan,Côte D'Ivoire,NDICKA Evan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,AS Roma (ITA),ITA,DF,29,0,9.0,5.0
cote_d'ivoire::operi_christopher,Côte D'Ivoire,OPERI Christopher,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,Başakşehir FK (TUR),TUR,DF,13,0,7.5,3.9
cote_d'ivoire::oulai_christ_inao,Côte D'Ivoire,OULAI Christ Inao,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,20,Trabzonspor (TUR),TUR,MF,12,0,7.5,3.3
cote_d'ivoire::pepe_nicolas,Côte D'Ivoire,PEPE Nicolas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,31,Villarreal CF (ESP),ESP,FW,59,14,9.0,7.7
cote_d'ivoire::sangare_ibrahim,Côte D'Ivoire,SANGARE Ibrahim,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,Nottingham Forest FC (ENG),ENG,MF,58,11,9.0,8.8
cote_d'ivoire::seri_jean_michael,Côte D'Ivoire,SERI Jean Michael,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,34,NK Maribor (SVN),SVN,MF,66,4,6.5,6.4
cote_d'ivoire::singo_wilfried,Côte D'Ivoire,SINGO Wilfried,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,Galatasaray SK (TUR),TUR,DF,37,1,7.5,5.8
cote_d'ivoire::toure_bazoumana,Côte D'Ivoire,TOURE Bazoumana,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,20,TSG Hoffenheim (GER),GER,FW,8,2,9.0,5.3
cote_d'ivoire::wahi_elye,Côte D'Ivoire,WAHI Elye,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,OGC Nice (FRA),FRA,FW,4,0,9.0,3.6
ecuador::alcivar_jordy,Ecuador,ALCIVAR Jordy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,Independiente Del Valle (ECU),ECU,MF,12,1,5.5,4.8
ecuador::angulo_nilson,Ecuador,ANGULO Nilson,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,23,Sunderland AFC (ENG),ENG,FW,17,3,9.0,5.5
ecuador::arevalo_jeremy,Ecuador,AREVALO Jeremy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,21,VfB Stuttgart (GER),GER,FW,4,0,9.0,3.6
ecuador::caicedo_jordy,Ecuador,CAICEDO Jordy,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,CA Huracán (ARG),ARG,FW,22,4,7.5,5.6
ecuador::caicedo_moises,Ecuador,CAICEDO Moises,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,24,Chelsea FC (ENG),ENG,MF,64,3,9.0,7.3
ecuador::castillo_denil,Ecuador,CASTILLO Denil,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,22,FC Midtjylland (DEN),DEN,MF,5,0,7.5,3.3
