Grupo,Seleção,Código,Nº,Posição,Jogador,Primeiro(s) nome(s),Sobrenome(s),Nome na camisa,Data nasc.,Idade em 26/06/2026,Clube,País do clube,Altura (cm),Caps seleção,Gols seleção,Gols/cap seleção,Faixa experiência,Faixa etária,Score liga/clube,Índice proxy 0-10,Status desempenho/proxy,Observação desempenho,Técnico,Nacionalidade técnico,Estilo técnico,Sistema base,Encaixe tático provável,Fonte convocação
B,Canada,CAN,13,DF,CORNELIUS Derek,Derek Austin,CORNELIUS,CORNELIUS,25/11/1997,28,Rangers FC (SCO),SCO,186,47,1,0.021,Experiente,Pico físico/técnico,7.5,6.1,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Zagueiro veloz para campo aberto e antecipação,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,14,MF,SHAFFELBURG Jacob,Jacob Everett,SHAFFELBURG,SHAFFELBURG,26/11/1999,26,LAFC (USA),USA,181,34,6,0.176,Rodagem média,Pico físico/técnico,7.5,7.4,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Volante/meia intenso para pressão e segunda bola,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,15,DF,BOMBITO Moise,Moïse Bombito,LUMPUNGU,BOMBITO,30/03/2000,26,OGC Nice (FRA),FRA,190,21,0,0,Rodagem média,Pico físico/técnico,9,4.7,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Zagueiro veloz para campo aberto e antecipação,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,16,GK,CREPEAU Maxime,Maxime,CRÉPEAU,CRÉPEAU,11/05/1994,32,Orlando City SC (USA),USA,185,35,0,0,Rodagem média,Experiente,7.5,6.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Goleiro com reposição rápida e coragem fora da linha,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,17,FW,BUCHANAN Tajon,Tajon Trevor,BUCHANAN,BUCHANAN,08/02/1999,27,Villarreal CF (ESP),ESP,183,63,8,0.127,Experiente,Pico físico/técnico,9,7.4,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Atacante/ponta que pressione e ataque profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,18,GK,GOODMAN Owen,Owen Olamidayo,GOODMAN,GOODMAN,27/11/2003,22,Barnsley (ENG),ENG,193,0,0,0,Aposta/estreante,Emergente,9,4.8,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Goleiro com reposição rápida e coragem fora da linha,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,19,DF,DAVIES Alphonso,Alphonso Boyle,DAVIES,DAVIES,02/11/2000,25,FC Bayern München (GER),GER,183,58,15,0.259,Experiente,Pico físico/técnico,9,8.8,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Zagueiro veloz para campo aberto e antecipação,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,20,FW,AHMED Ali,Ali,AHMED,AHMED,10/10/2000,25,Norwich City FC (ENG),ENG,180,27,1,0.037,Rodagem média,Pico físico/técnico,9,5.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Atacante/ponta que pressione e ataque profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,21,MF,OSORIO Jonathan,Jonathan,OSORIO,OSORIO,12/06/1992,34,Toronto FC (CAN),CAN,175,92,10,0.109,Muito experiente,Experiente,5.5,7.6,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Volante/meia intenso para pressão e segunda bola,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,22,DF,LARYEA Richie,Richmond Mamah,LARYEA,LARYEA,07/01/1995,31,Toronto FC (CAN),CAN,175,79,1,0.013,Experiente,Experiente,5.5,6.4,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Zagueiro veloz para campo aberto e antecipação,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,23,DF,SIGUR Niko,Niko Kristian,SIGUR,SIGUR,09/09/2003,22,HNK Hajduk Split (CRO),CRO,178,20,2,0.1,Rodagem média,Emergente,6.5,6.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Zagueiro veloz para campo aberto e antecipação,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,24,FW,DAVID Promise,Promise Oluwatobi Emmanuel,DAVID,PROMISE,03/07/2001,24,Royale Union Saint-Gilloise (BEL),BEL,195,12,4,0.333,Pouca rodagem,Pico físico/técnico,7.5,6.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Atacante/ponta que pressione e ataque profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,25,MF,SALIBA Nathan,Nathan-Dylan,SALIBA,SALIBA,07/02/2004,22,RSC Anderlecht (BEL),BEL,174,17,3,0.176,Rodagem média,Emergente,7.5,6.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Volante/meia intenso para pressão e segunda bola,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
B,Canada,CAN,26,FW,NELSON Jayden,Jayden,NELSON,NELSON,26/09/2002,23,Austin FC (USA),USA,170,15,3,0.2,Rodagem média,Emergente,7.5,5.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",MARSCH Jesse,USA,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,Atacante/ponta que pressione e ataque profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,1,GK,OSPINA David,David,OSPINA RAMIREZ,OSPINA,31/08/1988,37,Atlético Nacional (COL),COL,183,130,0,0,Muito experiente,Veterano,6.5,7.6,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Goleiro de defesa de área e reposição longa,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,2,DF,MUNOZ Daniel,Daniel,MUÑOZ MEJIA,D. MUÑOZ,26/05/1996,30,Crystal Palace FC (ENG),ENG,180,48,5,0.104,Experiente,Pico físico/técnico,9,8.3,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,3,DF,LUCUMI Jhon,Jhon Janer,LUCUMI BONILLA,J. LUCUMI,26/06/1998,28,Bologna FC (ITA),ITA,187,39,1,0.026,Rodagem média,Pico físico/técnico,9,6.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,4,DF,ARIAS Santiago,Santiago,ARIAS NARANJO,ARIAS,13/01/1992,34,CA Independiente (ARG),ARG,177,68,0,0,Experiente,Experiente,7.5,5.8,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,5,MF,CASTANO Kevin,Kevin Duvan,CASTAÑO GIL,K. CASTAÑO,29/09/2000,25,CA River Plate (ARG),ARG,179,26,0,0,Rodagem média,Pico físico/técnico,7.5,4.5,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,6,MF,RIOS Richard,Richard,RÍOS MONTOYA,RICHARD RIOS,02/06/2000,26,SL Ben ca (POR),POR,185,34,2,0.059,Rodagem média,Pico físico/técnico,7.5,5.8,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,7,FW,DIAZ Luis,Luis Fernando,DÍAZ MARULANDA,LUIS DIAZ,13/01/1997,29,FC Bayern München (GER),GER,179,76,23,0.303,Experiente,Pico físico/técnico,9,9.2,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,8,MF,CARRASCAL Jorge,Jorge Andres,CARRASCAL GUARDO,CARRASCAL,25/05/1998,28,CR Flamengo (BRA),BRA,180,25,2,0.08,Rodagem média,Pico físico/técnico,7.5,5.8,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,9,FW,CORDOBA Jhon,Jhon Andrés,CÓRDOBA COPETE,CORDOBA,11/05/1993,33,FC Krasnodar (RUS),RUS,186,22,6,0.273,Rodagem média,Experiente,5.5,5.5,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,10,MF,RODRIGUEZ James,James David,RODRÍGUEZ RUBIO,JAMES,12/07/1991,34,Minnesota United FC (USA),USA,181,128,31,0.242,Muito experiente,Experiente,7.5,8.8,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,11,MF,ARIAS Jhon,Jhon Adolfo,ARIAS ANDRADE,J. ARIAS,21/09/1997,28,SE Palmeiras (BRA),BRA,168,40,6,0.15,Experiente,Pico físico/técnico,7.5,7.6,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,12,GK,VARGAS Camilo,Camilo Andres,VARGAS GIL,C. VARGAS,09/03/1989,37,Atlas FC (MEX),MEX,183,44,0,0,Experiente,Veterano,7.5,5.9,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Goleiro de defesa de área e reposição longa,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,13,DF,MINA Yerry,Yerry Fernando,MINA GONZALEZ,Y. MINA,23/09/1994,31,Cagliari (ITA),ITA,195,54,8,0.148,Experiente,Experiente,9,8.3,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,14,DF,PUERTA Gustavo,Gustavo Adolfo,PUERTA MOLANO,PUERTA,23/07/2003,22,Racing Santander (ESP),ESP,173,8,1,0.125,Pouca rodagem,Emergente,9,6.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,15,MF,PORTILLA Juan,Juan Camilo,PORTILLA OROZCO,PORTILLA,12/09/1998,27,Athletico Paranaense (BRA),BRA,181,10,0,0,Pouca rodagem,Pico físico/técnico,7.5,3.8,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,16,MF,LERMA Jefferson,Jefferson Andrés,LERMA SOLIS,J. LERMA,25/10/1994,31,Crystal Palace FC (ENG),ENG,180,67,5,0.075,Experiente,Experiente,9,7.6,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,17,DF,MOJICA Johan,Johan Andrés,MOJICA PALACIO,J. MOJICA,21/08/1992,33,RCD Mallorca (ESP),ESP,184,47,1,0.021,Experiente,Experiente,9,6.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,18,DF,DITTA Willer,Willer Emilio,DITTA PEREZ,W. DITTA,23/01/1998,28,CF Cruz Azul (MEX),MEX,179,5,0,0,Pouca rodagem,Pico físico/técnico,7.5,3.6,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,19,FW,HERNANDEZ Cucho,Juan Camilo,HERNANDEZ SUAREZ,C. HERNANDEZ,20/04/1999,27,Real Betis (ESP),ESP,176,10,2,0.2,Pouca rodagem,Pico físico/técnico,9,5.6,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,20,MF,QUINTERO Juan,Juan Fernando,QUINTERO PANIAGUA,QUINTERO,18/01/1993,33,CA River Plate (ARG),ARG,167,50,6,0.12,Experiente,Experiente,7.5,7.3,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,21,FW,CAMPAZ Jaminton,Jaminton Leandro,CAMPAZ,CAMPAZ,24/05/2000,26,CA Rosario Central (ARG),ARG,166,11,2,0.182,Pouca rodagem,Pico físico/técnico,7.5,5.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,22,DF,MACHADO Deiver,Deiver,MACHADO MENA,MACHADO,02/09/1993,32,FC Nantes (FRA),FRA,173,15,0,0,Rodagem média,Experiente,9,4.1,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,23,DF,SANCHEZ Davinson,Davinson,SÁNCHEZ MINA,SANCHEZ,12/06/1996,30,Galatasaray SK (TUR),TUR,188,81,4,0.049,Muito experiente,Pico físico/técnico,7.5,8.4,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,24,GK,MONTERO Alvaro,Álvaro David,MONTERO PERALES,MONTERO,29/03/1995,31,CA Vélez Sars eld (ARG),ARG,201,12,0,0,Pouca rodagem,Experiente,7.5,4.9,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Goleiro de defesa de área e reposição longa,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,25,FW,SUAREZ Luis,Luis Javier,SUÁREZ CHARRIS,SUAREZ,02/12/1997,28,Sporting CP (POR),POR,179,14,5,0.357,Pouca rodagem,Pico físico/técnico,7.5,6.5,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Colombia,COL,26,FW,GOMEZ Andres,Carlos Andrés,GÓMEZ HINESTROZA,A. GOMEZ,12/09/2002,23,CR Vasco Da Gama (BRA),BRA,170,9,2,0.222,Pouca rodagem,Emergente,7.5,5.1,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",LORENZO Nestor,Argentina,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,1,GK,MPASI Lionel,Lionel Nzau,MPASI,MPASI,01/08/1994,31,Le Havre AC (FRA),FRA,182,30,0,0,Rodagem média,Experiente,9,6.4,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Goleiro de defesa de área e reposição longa,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,2,DF,WAN-BISSAKA Aaron,Wan,BISSAKA,WAN BISSAKA,26/11/1997,28,West Ham United FC (ENG),ENG,183,14,0,0,Pouca rodagem,Pico físico/técnico,9,4.4,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,3,DF,KAPUADI Steve,Steve Nkanu,KAPUADI,KAPUADI,30/04/1998,28,Widzew Łódź (POL),POL,196,5,0,0,Pouca rodagem,Pico físico/técnico,6.5,3.3,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,4,DF,TUANZEBE Axel,Axel,TUANZEBE,TUANZEBE,14/11/1997,28,Burnley FC (ENG),ENG,188,15,1,0.067,Rodagem média,Pico físico/técnico,9,6.5,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,5,DF,BATUBINSIKA Dylan,Dylan Buduka,BATUBINSIKA,BATUBINSIKA,15/02/1996,30,AEL FC (GRE),GRE,185,15,1,0.067,Rodagem média,Pico físico/técnico,6.5,5.9,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Defensor forte em duelos e cobertura de profundidade,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,6,MF,MUKAU Ngalayel,Ngal’ayel,MUKAU,MUKAU,03/11/2004,21,Lille OSC (FRA),FRA,186,16,0,0,Rodagem média,Emergente,9,4.2,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,7,MF,MBUKU Nathanael,Nathanaël,MBUKU,MBUKU,16/03/2002,24,Montpellier HSC (FRA),FRA,170,20,2,0.1,Rodagem média,Pico físico/técnico,9,6.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,8,MF,MOUTOUSSAMY Samuel,Samuel Alain,MOUTOUSSAMY,MOUTOUSSAMY,12/08/1996,29,Atromitos FC (GRE),GRE,176,60,0,0,Experiente,Pico físico/técnico,6.5,5.8,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,9,FW,CIPENGA Brian,Kibambe Brian,CIPENGA,CIPENGA,11/03/1998,28,CD Castellón (ESP),ESP,172,8,0,0,Pouca rodagem,Pico físico/técnico,9,4.1,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Ponta/atacante veloz para ruptura e ataque ao espaço,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
K,Congo DR,COD,10,MF,BONGONDA Theo,Theo Mbulofeko Batombo,BONGONDA,BONGONDA,20/11/1995,30,FC Spartak Moscow (RUS),RUS,176,38,7,0.184,Rodagem média,Pico físico/técnico,5.5,7,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",DESABRE Sebastien,France,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,Meio-campista vertical para roubo e passe rápido,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
