match_id,date,phase,group,team1,team2,stadium,city,country,kickoff_at,prediction_at,fixture_known_at,result_available_at,statistics_available_at,is_knockout,result_team1_goals,result_team2_goals,result_winner,penalty_score,penalty_winner
89,2026-07-04,Oitavas de final,NA,Paraguai,França,Lincoln Financial Field,Philadelphia,Estados Unidos,2026-07-04T21:00:00+00:00,2026-07-04T19:00:00+00:00,2026-07-01T01:30:00+00:00,2026-07-05T01:30:00+00:00,2026-07-05T02:00:00+00:00,True,0,1,França,NA,NA
91,2026-07-05,Oitavas de final,NA,Brasil,Noruega,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-07-05T20:00:00+00:00,2026-07-05T18:00:00+00:00,2026-06-30T21:30:00+00:00,2026-07-06T00:30:00+00:00,2026-07-06T01:00:00+00:00,True,1,2,Noruega,NA,NA
92,2026-07-05,Oitavas de final,NA,México,Inglaterra,Estadio Azteca,Mexico City,México,2026-07-06T00:00:00+00:00,2026-07-05T22:00:00+00:00,2026-07-01T20:30:00+00:00,2026-07-06T04:30:00+00:00,2026-07-06T05:00:00+00:00,True,2,3,Inglaterra,NA,NA
93,2026-07-06,Oitavas de final,NA,Portugal,Espanha,AT&T Stadium,Dallas,Estados Unidos,2026-07-06T19:00:00+00:00,2026-07-06T17:00:00+00:00,2026-07-03T03:30:00+00:00,2026-07-06T23:30:00+00:00,2026-07-07T00:00:00+00:00,True,0,1,Espanha,NA,NA
94,2026-07-06,Oitavas de final,NA,Estados Unidos,Bélgica,Lumen Field,Seattle,Estados Unidos,2026-07-07T00:00:00+00:00,2026-07-06T22:00:00+00:00,2026-07-02T04:30:00+00:00,2026-07-07T04:30:00+00:00,2026-07-07T05:00:00+00:00,True,1,4,Bélgica,NA,NA
95,2026-07-07,Oitavas de final,NA,Argentina,Egito,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-07-07T16:00:00+00:00,2026-07-07T14:00:00+00:00,2026-07-04T02:30:00+00:00,2026-07-07T20:30:00+00:00,2026-07-07T21:00:00+00:00,True,3,2,Argentina,NA,NA
96,2026-07-07,Oitavas de final,NA,Suíça,Colômbia,BC Place,Vancouver,Canadá,2026-07-07T20:00:00+00:00,2026-07-07T18:00:00+00:00,2026-07-04T06:00:00+00:00,2026-07-08T00:30:00+00:00,2026-07-08T01:00:00+00:00,True,0,0,Suíça,4-3,Suíça
97,2026-07-09,Quartas de final,NA,França,Marrocos,Gillette Stadium,Boston,Estados Unidos,2026-07-09T20:00:00+00:00,2026-07-09T18:00:00+00:00,2026-07-05T01:30:00+00:00,2026-07-10T00:30:00+00:00,2026-07-10T01:00:00+00:00,True,2,0,França,NA,NA
98,2026-07-10,Quartas de final,NA,Espanha,Bélgica,SoFi Stadium,Los Angeles,Estados Unidos,2026-07-10T19:00:00+00:00,2026-07-10T17:00:00+00:00,2026-07-07T04:30:00+00:00,2026-07-10T23:30:00+00:00,2026-07-11T00:00:00+00:00,True,2,1,Espanha,NA,NA
99,2026-07-11,Quartas de final,NA,Noruega,Inglaterra,Hard Rock Stadium,Miami,Estados Unidos,2026-07-11T21:00:00+00:00,2026-07-11T19:00:00+00:00,2026-07-06T04:30:00+00:00,2026-07-12T01:30:00+00:00,2026-07-12T02:00:00+00:00,True,1,2,Inglaterra,NA,NA
100,2026-07-11,Quartas de final,NA,Argentina,Suíça,Arrowhead Stadium,Kansas City,Estados Unidos,2026-07-12T01:00:00+00:00,2026-07-11T23:00:00+00:00,2026-07-08T00:30:00+00:00,2026-07-12T05:30:00+00:00,2026-07-12T06:00:00+00:00,True,3,1,Argentina,NA,NA
101,2026-07-14,Semifinais,NA,França,Espanha,AT&T Stadium,Dallas,Estados Unidos,2026-07-14T19:00:00+00:00,2026-07-14T17:00:00+00:00,2026-07-10T23:30:00+00:00,2026-07-14T23:30:00+00:00,2026-07-15T00:00:00+00:00,True,0,2,Espanha,NA,NA
102,2026-07-15,Semifinais,NA,Inglaterra,Argentina,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-07-15T19:00:00+00:00,2026-07-15T17:00:00+00:00,2026-07-12T05:30:00+00:00,2026-07-15T23:30:00+00:00,2026-07-16T00:00:00+00:00,True,1,2,Argentina,NA,NA
103,2026-07-18,Disputa de 3º lugar,NA,França,Inglaterra,Hard Rock Stadium,Miami,Estados Unidos,2026-07-18T21:00:00+00:00,2026-07-18T19:00:00+00:00,2026-07-15T23:30:00+00:00,2026-07-19T01:30:00+00:00,2026-07-19T02:00:00+00:00,True,4,6,Inglaterra,NA,NA
104,2026-07-19,Final,NA,Espanha,Argentina,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-07-19T19:00:00+00:00,2026-07-19T17:00:00+00:00,2026-07-15T23:30:00+00:00,2026-07-19T23:30:00+00:00,2026-07-20T00:00:00+00:00,True,1,0,Espanha,NA,NA
